State Name,FIPS Code,LEA ID,LEA Name,NCES ID,School Name,Total Students,Total Rate,Native American Count,Native American Rate,Asian/Pacific Islander Count,Asian/Pacific Islander Rate,Black Count,Black Rate,Hispanic Count,Hispanic Rate,Two or More Count,Two or More Rate,White Count,White Rate,Disabilities Count,Disabilities Rate,Economically Disadvantaged Count,Economically Disadvantaged Rate,Limited English Count,Limited English Rate
IOWA,19,1926400,Sioux City Comm School District,192640001522,North High School,357,82,9,GE50,25,GE80,20,GE80,98,65-69,,.,205,85-89,51,70-79,190,75-79,72,70-74
IOWA,19,1926400,Sioux City Comm School District,192640001533,West High School,296,84,11,GE50,7,GE50,24,GE80,69,80-84,5,PS,180,85-89,45,70-79,190,80-84,41,70-79
IOWA,19,1926580,Solon Comm School District,192658001543,Solon High School,104,90-94,,.,1,PS,1,PS,4,PS,2,PS,96,90-94,7,LT50,10,GE50,,.
IOWA,19,1926640,South Hamilton Comm School District,192664001549,South Hamilton Middle And High School,63,GE95,,.,,.,,.,2,PS,,.,61,GE95,6,GE50,15,GE50,,.
IOWA,19,1900026,South O'Brien Comm School District,190002601341,South O'Brien Secondary School,48,80-89,,.,,.,,.,,.,,.,48,80-89,7,GE50,19,60-79,,.
IOWA,19,1926670,South Page Comm School District,192667001552,South Page Senior High School,12,GE50,,.,,.,,.,,.,,.,12,GE50,3,PS,8,GE50,,.
IOWA,19,1926730,South Tama County Comm School District,192673001556,South Tama County High School,108,85-89,10,GE50,,.,3,PS,17,GE80,,.,78,90-94,23,GE80,47,70-79,5,PS
IOWA,19,1926790,South Winneshiek Comm School District,192679001565,South Winneshiek High School,63,90-94,,.,,.,,.,1,PS,,.,62,GE95,12,GE50,20,GE80,1,PS
IOWA,19,1926820,Southeast Polk Comm School District,192682001572,Southeast Polk High School,451,98,,.,12,GE50,7,GE50,14,GE50,1,PS,417,98,71,GE95,82,90-94,3,PS
IOWA,19,1926850,Southeast Warren Comm School District,192685001576,Southeast Warren Jr-Sr High School,39,GE90,,.,,.,,.,,.,,.,39,GE90,3,PS,13,GE50,,.
IOWA,19,1999019,Southeast Webster Grand Comm School District,199901902075,Southeast Webster-Grand High School,44,80-89,1,PS,,.,,.,,.,,.,43,80-89,6,GE50,17,60-79,,.
IOWA,19,1900024,Southern Cal Comm School District,190002400961,Southern Cal Jr-Sr High,44,GE90,,.,,.,,.,1,PS,2,PS,41,GE90,8,GE50,17,GE80,,.
IOWA,19,1926910,Spencer Comm School District,192691001582,Spencer High School,136,85-89,,.,2,PS,,.,4,PS,,.,130,90-94,16,GE80,38,80-89,1,PS
IOWA,19,1927000,Spirit Lake Comm School District,192700001585,Spirit Lake High School,88,85-89,1,PS,1,PS,1,PS,4,PS,,.,81,85-89,12,GE50,24,60-79,,.
IOWA,19,1927060,Springville Comm School District,192706001587,Springville Secondary School,27,GE80,,.,,.,,.,,.,,.,27,GE80,,.,4,PS,,.
IOWA,19,1925200,St Ansgar Comm School District,192520001442,St Ansgar High School,46,GE90,,.,,.,,.,,.,,.,46,GE90,7,GE50,11,GE50,,.
IOWA,19,1927240,Stanton Comm School District,192724001589,Stanton High School,19,GE80,,.,,.,,.,,.,,.,19,GE80,3,PS,5,PS,,.
IOWA,19,1927270,Starmont Comm School District,192727001592,Starmont High School,53,GE90,,.,1,PS,,.,1,PS,,.,51,GE90,4,PS,16,GE80,,.
IOWA,19,1927390,Storm Lake Comm School District,192739001601,Storm Lake High School,173,55-59,1,PS,27,60-79,8,GE50,76,40-44,1,PS,60,70-79,20,40-59,107,50-54,98,45-49
IOWA,19,1927600,Sumner Comm School District,192760001610,Sumner-Fredericksburg HS,74,GE95,,.,,.,,.,1,PS,,.,73,GE95,6,GE50,22,GE80,1,PS
IOWA,19,1927870,Tipton Comm School District,192787001622,Tipton High School,60,GE90,,.,1,PS,,.,,.,,.,59,GE90,5,PS,14,GE50,,.
IOWA,19,1927960,Treynor Comm School District,192796001627,Treynor Middle School / High School,50,GE90,,.,1,PS,,.,,.,,.,49,GE90,2,PS,6,GE50,,.
IOWA,19,1927990,Tri-Center Comm School District,192799001632,Tri-Center High School,50,80-89,,.,,.,,.,,.,,.,50,80-89,7,LT50,8,GE50,,.
IOWA,19,1928020,Tri-County Comm School District,192802001634,Tri-County High School,30,GE80,,.,,.,,.,1,PS,,.,29,GE80,4,PS,17,GE80,,.
IOWA,19,1928050,Tripoli Comm School District,192805001638,Tripoli Middle/Sr High School,44,GE90,1,PS,,.,,.,,.,1,PS,42,GE90,7,GE50,9,GE50,,.
IOWA,19,1928110,Turkey Valley Comm School District,192811001640,Turkey Valley Jr-Sr High School,50,GE90,,.,,.,,.,,.,1,PS,49,GE90,4,PS,8,GE50,,.
IOWA,19,1928170,Twin Cedars Comm School District,192817001642,Twin Cedars Jr-Sr High School,33,GE90,,.,,.,1,PS,,.,,.,32,GE90,6,GE50,12,GE50,,.
IOWA,19,1928200,Twin Rivers Comm School District,192820001645,Twin River Valley High School,14,GE50,,.,,.,,.,,.,1,PS,13,GE50,1,PS,7,GE50,,.
IOWA,19,1928230,Underwood Comm School District,192823001647,Underwood High School,50,GE90,,.,,.,,.,1,PS,2,PS,47,GE90,2,PS,9,GE50,1,PS
IOWA,19,1900022,Union Comm School District,190002200957,Union High School,97,90-94,,.,,.,,.,3,PS,4,PS,90,90-94,12,GE50,33,70-79,,.
IOWA,19,1928680,Urbandale Comm School District,192868001659,Urbandale High School,289,97,2,PS,7,GE50,17,GE80,12,GE50,10,GE50,241,GE95,35,GE90,63,90-94,23,GE80
IOWA,19,1928710,Valley Comm School District,192871001664,Valley High School,41,GE90,,.,,.,,.,,.,1,PS,40,GE90,6,GE50,24,GE80,,.
IOWA,19,1928980,Van Buren Comm School District,192898001670,Van Buren Community High School,53,GE90,,.,,.,2,PS,2,PS,,.,49,GE90,9,GE50,23,GE80,,.
IOWA,19,1929010,Van Meter Comm School District,192901001672,Van Meter Jr-Sr High School,56,GE90,1,PS,,.,,.,1,PS,,.,54,GE90,7,GE50,5,PS,,.
IOWA,19,1929100,Ventura Comm School District,192910001674,Ventura Jr-Sr High School,36,GE90,,.,1,PS,,.,1,PS,,.,34,GE90,2,PS,8,GE50,,.
IOWA,19,1929280,Villisca Comm School District,192928001676,Villisca Community High School,31,GE90,,.,,.,,.,1,PS,,.,30,GE80,6,GE50,12,GE50,,.
IOWA,19,1929310,Vinton-Shellsburg Comm School District,192931001681,Vinton-Shellsburg High School,139,75-79,,.,1,PS,,.,2,PS,2,PS,134,75-79,21,21-39,49,60-69,,.
IOWA,19,1929490,Waco Comm School District,192949001684,WACO High School,34,80-89,1,PS,,.,,.,3,PS,,.,30,GE80,11,GE50,13,GE50,,.
IOWA,19,1929580,Wall Lake View Auburn Comm School District,192958001687,East Sac County High School,75,90-94,,.,,.,1,PS,,.,,.,74,90-94,11,GE50,36,80-89,,.
IOWA,19,1929640,Walnut Comm School District,192964001689,Walnut High School,12,GE50,,.,1,PS,,.,,.,,.,11,GE50,1,PS,7,GE50,,.
IOWA,19,1929730,Wapello Comm School District,192973001692,Wapello Senior High School,47,80-89,,.,,.,,.,5,PS,,.,42,80-89,6,LT50,15,GE50,,.
IOWA,19,1929760,Wapsie Valley Comm School District,192976001700,Wapsie Valley High School,45,GE90,,.,,.,,.,,.,,.,45,GE90,6,GE50,10,GE50,,.
IOWA,19,1930240,Washington Comm School District,193024001704,Washington High School,106,90-94,1,PS,1,PS,1,PS,15,GE50,3,PS,85,90-94,21,GE80,44,80-89,5,PS
IOWA,19,1930240,Washington Comm School District,193024000427,Assure Center Alternative School,14,GE50,,.,,.,1,PS,2,PS,1,PS,10,GE50,3,PS,9,GE50,,.
IOWA,19,1930480,Waterloo Comm School District,193048001714,East High School,248,88,1,PS,,.,75,85-89,15,GE50,14,GE50,143,85-89,47,60-69,157,85-89,2,PS
IOWA,19,1930480,Waterloo Comm School District,193048001738,West High School,357,90,1,PS,7,GE50,63,85-89,26,60-79,,.,260,90-94,49,60-69,161,85-89,15,GE50
IOWA,19,1930480,Waterloo Comm School District,193048002126,Expo Alternative Learning Center,102,20-24,,.,1,PS,36,19-Nov,3,PS,1,PS,61,20-24,25,LE20,80,20-24,2,PS
IOWA,19,1930510,Waukee Comm School District,193051001744,Waukee Senior High School,290,GE99,,.,9,GE50,6,GE50,17,GE80,8,GE50,250,GE95,25,GE80,33,GE90,8,GE50
IOWA,19,1930540,Waverly-Shell Rock Comm School District,193054001749,Waverly-Shell Rock Senior High School,155,GE95,,.,3,PS,,.,,.,3,PS,149,GE95,19,GE80,36,80-89,,.
IOWA,19,1930540,Waverly-Shell Rock Comm School District,193054000832,Greenview Alternative School,7,LT50,,.,,.,,.,,.,1,PS,6,LT50,3,PS,4,PS,,.
IOWA,19,1930560,Wayne Comm School District,193056001755,Wayne Community Jr-Sr High School,59,GE90,1,PS,,.,1,PS,1,PS,,.,56,GE90,10,GE50,32,80-89,1,PS
IOWA,19,1930630,Webster City Comm School District,193063001764,Webster City High School,104,90-94,,.,1,PS,,.,2,PS,2,PS,99,90-94,14,GE50,36,80-89,3,PS
IOWA,19,1930630,Webster City Comm School District,193063000990,Hamilton Regional HS High School,9,LT50,,.,1,PS,,.,,.,,.,8,LT50,4,PS,7,LT50,1,PS
IOWA,19,1930720,West Bend-Mallard Comm School District,193072001770,West Bend-Mallard High School,26,GE80,,.,,.,,.,,.,1,PS,25,GE80,3,PS,6,GE50,,.
IOWA,19,1930750,West Branch Comm School District,193075001774,West Branch High School,53,GE90,,.,,.,,.,,.,,.,53,GE90,3,PS,9,GE50,,.
IOWA,19,1930780,West Burlington Ind School District,193078001776,West Burlington High School,56,80-89,2,PS,3,PS,2,PS,4,PS,4,PS,41,80-89,13,GE50,22,GE80,1,PS
IOWA,19,1930870,West Central Comm School District,193087001779,West Central Jr-Sr High School,23,GE80,,.,,.,,.,,.,,.,23,GE80,5,PS,9,GE50,,.
IOWA,19,1927500,West Central Valley Comm School District,192750001607,West Central Valley High School,60,GE90,,.,,.,,.,2,PS,,.,58,GE90,9,GE50,25,GE80,,.
IOWA,19,1930900,West Delaware County Comm School District,193090001786,West Delaware High School,142,GE95,,.,,.,2,PS,1,PS,,.,139,GE95,24,GE80,34,GE90,,.
IOWA,19,1930930,West Des Moines Comm School District,193093001797,Valley High School,591,97,1,PS,33,GE90,25,GE80,36,80-89,11,GE50,485,98,49,80-89,68,90-94,16,60-79
IOWA,19,1930930,West Des Moines Comm School District,193093000393,Walnut Creek Campus,86,55-59,1,PS,1,PS,6,GE50,10,GE50,5,PS,63,50-54,19,40-59,36,50-59,8,LT50
IOWA,19,1930930,West Des Moines Comm School District,193093000483,Valley Southwoods,1,PS,,.,,.,,.,1,PS,,.,,.,,.,1,PS,,.
IOWA,19,1905430,West Hancock Comm School District,190543000172,West Hancock High School,43,GE90,,.,2,PS,1,PS,3,PS,,.,37,GE90,6,GE50,18,GE80,,.
IOWA,19,1930960,West Harrison Comm School District,193096001801,West Harrison High School,39,80-89,,.,,.,,.,1,PS,1,PS,37,80-89,6,GE50,12,GE50,,.
IOWA,19,1930990,West Liberty Comm School District,193099001805,West Liberty High School,71,85-89,1,PS,2,PS,,.,36,80-89,,.,32,80-89,10,GE50,34,80-89,19,GE80
IOWA,19,1931020,West Lyon Comm School District,193102001807,West Lyon High School,52,GE90,,.,,.,,.,1,PS,,.,51,GE90,6,GE50,11,GE50,,.
IOWA,19,1931080,West Marshall Comm School District,193108001812,West Marshall High School,70,90-94,,.,2,PS,,.,5,PS,,.,63,90-94,5,PS,19,GE80,,.
IOWA,19,1931110,West Monona Comm School District,193111001817,West Monona High School,52,GE90,1,PS,,.,,.,,.,2,PS,49,GE90,9,GE50,24,GE80,,.
IOWA,19,1931290,West Sioux Comm School District,193129001821,West Sioux High School,46,80-89,1,PS,,.,1,PS,11,GE50,,.,33,80-89,9,GE50,26,GE80,6,GE50
IOWA,19,1931350,Western Dubuque Comm School District,193135001832,Western Dubuque High School,188,GE95,,.,,.,5,PS,4,PS,1,PS,178,GE95,21,GE80,51,GE90,1,PS
IOWA,19,1931350,Western Dubuque Comm School District,193135001825,Cascade Junior-Senior High School,76,GE95,,.,,.,,.,2,PS,1,PS,73,GE95,8,GE50,18,GE80,1,PS
IOWA,19,1931470,Westwood Comm School District,193147001837,Westwood High School,50,GE90,,.,1,PS,,.,3,PS,1,PS,45,GE90,6,GE50,15,GE50,,.
IOWA,19,1931620,Whiting Comm School District,193162001842,Whiting Senior High School,14,GE50,,.,,.,,.,,.,,.,14,GE50,,.,7,GE50,,.
IOWA,19,1931680,Williamsburg Comm School District,193168001845,Williamsburg Jr-Sr High School,102,GE95,1,PS,,.,,.,1,PS,,.,100,GE95,8,GE50,16,GE80,,.
IOWA,19,1931800,Wilton Comm School District,193180001850,Wilton Jr-Sr High School,67,85-89,,.,2,PS,1,PS,2,PS,,.,62,85-89,7,LT50,20,GE80,,.
IOWA,19,1931830,Winfield-Mt Union Comm School District,193183001852,Winfield-Mt Union Jr-Sr High School,29,GE80,,.,,.,,.,,.,,.,29,GE80,4,PS,11,GE50,,.
IOWA,19,1931860,Winterset Comm School District,193186001858,Winterset Senior High School,116,GE95,,.,,.,1,PS,,.,,.,115,GE95,18,GE80,31,GE90,,.
IOWA,19,1931860,Winterset Comm School District,193186001085,Winterset Bridges School,12,GE50,,.,,.,,.,1,PS,,.,11,GE50,3,PS,8,GE50,,.
IOWA,19,1931890,Woden-Crystal Lake Comm School District,193189001860,Woden-Crystal Lake- Titonka High School,27,GE80,,.,,.,,.,,.,2,PS,25,GE80,5,PS,15,GE50,,.
IOWA,19,1931920,Woodbine Comm School District,193192001862,Woodbine High School,29,GE80,,.,,.,,.,1,PS,1,PS,27,GE80,7,GE50,14,GE50,,.
IOWA,19,1931950,Woodbury Central Comm School District,193195001865,Woodbury Central High School,44,GE90,,.,,.,,.,1,PS,,.,43,GE90,2,PS,4,PS,,.
IOWA,19,1932010,Woodward-Granger Comm School District,193201001868,Woodward-Granger High School,52,GE90,,.,,.,,.,,.,2,PS,50,GE90,5,PS,7,GE50,,.
IOWA,19,1932010,Woodward-Granger Comm School District,193201002079,Woodward Academy,4,PS,,.,,.,1,PS,,.,,.,3,PS,,.,3,PS,,.
