State Name,FIPS Code,LEA ID,LEA Name,NCES ID,School Name,Student Count,Percent Proficient - All,Count - Native American,Percent Proficient - Native American,Count - Asian/Pacific Islander,Percent Proficient - Asian/Pacific Islander,Count-Black,Percent Proficient - Black,Count - Hispanic,Percent Proficient - Hispanic,Count - Two or More Races,Percent Proficient - Two or More Races,Count - White,Percent Proficient - White,Count - Female,Percent Proficient - Female,Count - Male,Percent Proficient - Male,Count - Disabilities,Percent Proficient - Disabilities,Count - Economically Disadvantaged,Percent Proficient - Economically Disadvantaged,Count - Limited English,Percent Proficient - Limited English,Count - Homeless,Percent Proficient - Homeless,Count - Migrant Students,Percent Proficient - Migrant
IOWA,19,1931620,Whiting Comm School District,193162001842,Whiting Senior High School,67,55-59,0,n/a,0,n/a,2,PS,3,PS,0,n/a,62,55-59,26,60-79,41,50-59,9,LT50,35,60-69,2,PS,0,n/a,0,n/a
IOWA,19,1903270,Albia Comm School District,190327000017,Albia High School,74,75-79,0,n/a,0,n/a,0,n/a,2,PS,2,PS,70,75-79,38,80-89,36,70-79,8,GE50,32,60-69,0,n/a,0,n/a,0,n/a
IOWA,19,1903270,Albia Comm School District,190327001406,Albia Middle School,187,75-79,0,n/a,2,PS,3,PS,3,PS,4,PS,175,75-79,83,75-79,104,80-84,15,LT50,77,65-69,1,PS,0,n/a,0,n/a
IOWA,19,1903270,Albia Comm School District,190327000018,Lincoln Center,332,79,1,PS,2,PS,1,PS,12,GE50,4,PS,312,79,167,80-84,165,70-74,33,40-49,157,70-74,5,PS,0,n/a,0,n/a
IOWA,19,1924000,Red Oak Comm School District,192400001395,Inman Primary School,81,80-84,0,n/a,0,n/a,1,PS,6,GE50,1,PS,73,80-84,47,70-79,34,80-89,5,PS,50,70-79,2,PS,0,n/a,0,n/a
IOWA,19,1924000,Red Oak Comm School District,192400001397,Red Oak High School,84,85-89,1,PS,1,PS,1,PS,2,PS,3,PS,76,85-89,41,GE90,43,80-89,14,GE50,39,80-89,0,n/a,0,n/a,0,n/a
IOWA,19,1924000,Red Oak Comm School District,192400001398,Red Oak Middle School,252,72,1,PS,0,n/a,0,n/a,19,60-79,5,PS,227,70-74,124,65-69,128,75-79,45,30-39,136,65-69,3,PS,0,n/a,0,n/a
IOWA,19,1924000,Red Oak Comm School District,192400001399,Washington Intermediate School,163,65-69,0,n/a,2,PS,0,n/a,13,GE50,2,PS,146,65-69,75,75-79,88,60-64,24,21-39,99,55-59,6,LT50,0,n/a,0,n/a
IOWA,19,1927240,Stanton Comm School District,192724001588,Stanton Elementary School,58,GE90,0,n/a,0,n/a,0,n/a,1,PS,0,n/a,57,GE90,21,GE80,37,GE90,8,GE50,12,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1927240,Stanton Comm School District,192724001589,Stanton High School,80,85-89,0,n/a,0,n/a,2,PS,0,n/a,0,n/a,78,85-89,41,80-89,39,GE90,9,LT50,18,GE80,0,n/a,0,n/a,0,n/a
IOWA,19,1929280,Villisca Comm School District,192928001675,Sylvia Enarson Elementary School,65,65-69,1,PS,0,n/a,0,n/a,1,PS,0,n/a,63,65-69,30,60-79,35,60-69,10,GE50,45,60-69,0,n/a,0,n/a,0,n/a
IOWA,19,1929280,Villisca Comm School District,192928001676,Villisca Community High School,109,60-64,1,PS,0,n/a,0,n/a,3,PS,0,n/a,105,60-64,51,60-69,58,60-69,22,21-39,52,50-59,1,PS,0,n/a,1,PS
IOWA,19,1920130,Muscatine Comm School District,192013001182,Central Middle School,582,65,2,PS,6,GE50,15,LT50,155,50-54,8,GE50,396,72,278,65-69,304,62,77,14-Oct,277,45-49,47,20-29,0,n/a,0,n/a
IOWA,19,1920130,Muscatine Comm School District,192013001183,Colorado Elementary School,122,85-89,1,PS,1,PS,0,n/a,20,60-79,0,n/a,100,90-94,59,80-89,63,90-94,7,GE50,46,80-89,6,GE50,0,n/a,0,n/a
IOWA,19,1920130,Muscatine Comm School District,192013001184,Franklin Elementary School,130,80-84,0,n/a,0,n/a,6,GE50,51,GE90,3,PS,70,75-79,65,80-84,65,80-84,16,21-39,108,80-84,13,GE50,0,n/a,0,n/a
IOWA,19,1920130,Muscatine Comm School District,192013001186,Grant Elementary School,125,85-89,1,PS,1,PS,1,PS,17,GE80,1,PS,104,85-89,65,80-84,60,GE90,17,60-79,52,80-89,2,PS,0,n/a,0,n/a
IOWA,19,1920130,Muscatine Comm School District,192013001187,Jefferson Elementary School,159,80-84,1,PS,1,PS,5,PS,68,80-84,5,PS,79,85-89,84,85-89,75,80-84,35,50-59,117,80-84,25,60-79,0,n/a,0,n/a
IOWA,19,1920130,Muscatine Comm School District,192013001189,Madison Elementary School,141,80-84,2,PS,1,PS,3,PS,43,70-79,1,PS,91,90-94,68,85-89,73,75-79,28,60-79,76,75-79,22,60-79,0,n/a,0,n/a
IOWA,19,1920130,Muscatine Comm School District,192013001190,McKinley Elementary School,160,85-89,5,PS,0,n/a,12,GE50,33,70-79,5,PS,105,90-94,70,85-89,90,80-84,24,40-59,71,75-79,14,GE50,0,n/a,0,n/a
IOWA,19,1920130,Muscatine Comm School District,192013001192,Mulberry Elementary School,139,85-89,0,n/a,2,PS,4,PS,7,GE50,3,PS,123,85-89,61,80-84,78,90-94,29,40-59,36,70-79,2,PS,0,n/a,0,n/a
IOWA,19,1920130,Muscatine Comm School District,192013001193,Muscatine High School,379,66,2,PS,3,PS,10,LT50,86,55-59,6,GE50,272,70-74,196,65-69,183,60-64,44,20-29,148,55-59,7,LT50,0,n/a,0,n/a
IOWA,19,1920130,Muscatine Comm School District,192013001194,Washington Elementary School,208,83,1,PS,1,PS,5,PS,61,75-79,3,PS,137,85-89,99,80-84,109,80-84,41,40-49,143,80-84,23,60-79,0,n/a,0,n/a
IOWA,19,1920130,Muscatine Comm School District,192013001195,West Middle School,587,66,7,GE50,4,PS,25,21-39,125,60-64,9,GE50,417,70,292,65-69,295,60-64,90,20-24,284,50-54,41,40-49,0,n/a,0,n/a
IOWA,19,1930990,West Liberty Comm School District,193099002109,West Liberty Elementary School,296,69,0,n/a,3,PS,0,n/a,150,55-59,5,PS,138,75-79,160,65-69,136,70-74,43,30-39,164,60-64,93,50-54,0,n/a,0,n/a
IOWA,19,1930990,West Liberty Comm School District,193099001805,West Liberty High School,78,75-79,0,n/a,1,PS,0,n/a,40,60-69,1,PS,36,GE90,28,60-79,50,80-89,8,LT50,33,70-79,8,LT50,0,n/a,0,n/a
IOWA,19,1930990,West Liberty Comm School District,193099001804,West Liberty Middle School,240,70,0,n/a,8,GE50,0,n/a,127,60-64,5,PS,100,80-84,119,70-74,121,65-69,21,LE20,125,60-64,44,30-39,0,n/a,0,n/a
IOWA,19,1931800,Wilton Comm School District,193180001849,Wilton Elementary School,217,80,0,n/a,1,PS,0,n/a,8,GE50,7,GE50,201,80-84,98,80-84,119,75-79,25,21-39,72,65-69,0,n/a,0,n/a,0,n/a
IOWA,19,1931800,Wilton Comm School District,193180001850,Wilton Jr-Sr High School,189,70-74,0,n/a,2,PS,3,PS,6,GE50,4,PS,174,75-79,100,75-79,89,70-74,19,21-39,72,65-69,0,n/a,0,n/a,0,n/a
IOWA,19,1913660,Hartley-Melvin-Sanborn Comm School District,191366001962,Hartley-Melvin-Sanborn Elementary School,95,80-84,0,n/a,0,n/a,1,PS,7,GE50,0,n/a,87,80-84,40,80-89,55,70-79,16,60-79,41,70-79,1,PS,0,n/a,0,n/a
IOWA,19,1913660,Hartley-Melvin-Sanborn Comm School District,191366001963,Hartley-Melvin-Sanborn High School,49,80-89,0,n/a,0,n/a,1,PS,2,PS,0,n/a,46,80-89,26,GE80,23,GE80,7,GE50,8,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1913660,Hartley-Melvin-Sanborn Comm School District,191366002065,Hartley-Melvin-Sanborn Middle School,195,65-69,0,n/a,2,PS,0,n/a,13,GE50,0,n/a,180,65-69,107,65-69,88,65-69,28,21-39,93,55-59,0,n/a,0,n/a,0,n/a
IOWA,19,1913110,Nodaway Valley Comm School District,191311000786,Nodaway Valley East Elementary School,105,80-84,0,n/a,0,n/a,1,PS,0,n/a,1,PS,103,80-84,58,80-89,47,70-79,9,LT50,46,70-79,0,n/a,0,n/a,0,n/a
IOWA,19,1913110,Nodaway Valley Comm School District,191311000788,Nodaway Valley High School,58,80-89,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,58,80-89,27,GE80,31,70-79,10,GE50,17,GE80,0,n/a,0,n/a,0,n/a
IOWA,19,1913110,Nodaway Valley Comm School District,191311000170,Nodaway Valley Middle School,199,75-79,0,n/a,3,PS,3,PS,2,PS,0,n/a,191,75-79,109,75-79,90,75-79,30,21-39,87,75-79,2,PS,0,n/a,0,n/a
IOWA,19,1921810,Orient-Macksburg Comm School District,192181001298,Orient Elementary School,48,60-69,0,n/a,0,n/a,0,n/a,2,PS,1,PS,45,60-69,20,GE80,28,40-59,7,LT50,26,40-59,0,n/a,0,n/a,0,n/a
IOWA,19,1921810,Orient-Macksburg Comm School District,192181001299,Orient-Macksburg Senior High School,44,70-79,0,n/a,0,n/a,0,n/a,2,PS,3,PS,39,60-69,15,GE50,29,60-79,8,LT50,17,60-79,0,n/a,0,n/a,0,n/a
IOWA,19,1908130,Corning Comm School District,190813000403,Corning Elementary School,126,70-74,0,n/a,1,PS,0,n/a,0,n/a,1,PS,124,65-69,55,70-79,71,65-69,15,LT50,73,60-64,0,n/a,0,n/a,0,n/a
IOWA,19,1908130,Corning Comm School District,190813000404,Corning High School,45,80-89,0,n/a,0,n/a,0,n/a,1,PS,1,PS,43,80-89,23,GE80,22,60-79,6,GE50,13,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1908130,Corning Comm School District,190813000405,Corning Junior High School,67,65-69,0,n/a,2,PS,0,n/a,2,PS,2,PS,61,65-69,31,70-79,36,50-59,11,LT50,30,60-79,1,PS,0,n/a,0,n/a
IOWA,19,1923760,Prescott Comm School District,192376001384,Prescott Elementary School,15,GE50,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,15,GE50,5,PS,10,GE50,2,PS,9,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1903390,Allamakee Comm School District,190339000039,Allamakee Junior High School,202,83,1,PS,0,n/a,2,PS,0,n/a,0,n/a,199,80-84,97,85-89,105,75-79,29,21-39,97,75-79,1,PS,0,n/a,0,n/a
IOWA,19,1903390,Allamakee Comm School District,190339000036,East Campus Elementary School,240,81,0,n/a,0,n/a,0,n/a,3,PS,6,GE50,231,80-84,130,80-84,110,75-79,28,40-59,120,75-79,0,n/a,0,n/a,0,n/a
IOWA,19,1903390,Allamakee Comm School District,190339000037,Waterville Elementary School,51,80-89,0,n/a,0,n/a,1,PS,1,PS,0,n/a,49,80-89,22,GE80,29,60-79,4,PS,38,70-79,1,PS,0,n/a,0,n/a
IOWA,19,1903390,Allamakee Comm School District,190339000038,Waukon High School,109,80-84,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,109,80-84,50,80-89,59,80-89,10,LT50,45,80-89,0,n/a,0,n/a,0,n/a
IOWA,19,1910410,Eastern Allamakee Comm School District,191041000663,Kee High School,34,70-79,1,PS,0,n/a,0,n/a,0,n/a,2,PS,31,70-79,12,GE50,22,60-79,8,LT50,8,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1910410,Eastern Allamakee Comm School District,191041000665,Lansing Middle School,116,70-74,1,PS,1,PS,0,n/a,2,PS,2,PS,110,70-74,54,70-79,62,65-69,14,LT50,44,70-79,0,n/a,0,n/a,0,n/a
IOWA,19,1910410,Eastern Allamakee Comm School District,191041000666,New Albin Elementary School,66,75-79,1,PS,0,n/a,0,n/a,2,PS,0,n/a,63,75-79,38,80-89,28,60-79,8,LT50,29,60-79,0,n/a,0,n/a,0,n/a
IOWA,19,1923340,Postville Comm School District,192334001377,Cora B Darling Elementary/Middle School,248,58,0,n/a,3,PS,11,LT50,118,40-44,4,PS,112,75-79,124,55-59,124,55-59,31,LE10,191,50-54,73,25-29,0,n/a,64,30-34
IOWA,19,1923340,Postville Comm School District,192334001378,John R Mott High School,32,70-79,0,n/a,0,n/a,3,PS,5,PS,0,n/a,24,GE80,10,GE50,22,GE80,3,PS,15,GE50,4,PS,0,n/a,5,PS
IOWA,19,1906750,Centerville Comm School District,190675000650,CHS Appanoose Co. Campus,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a
IOWA,19,1906750,Centerville Comm School District,190675000275,Centerville High School,107,75-79,0,n/a,1,PS,1,PS,4,PS,0,n/a,101,75-79,53,70-79,54,70-79,20,21-39,43,70-79,0,n/a,0,n/a,0,n/a
IOWA,19,1906750,Centerville Comm School District,190675000276,Central Ward Elementary School,50,70-79,0,n/a,1,PS,0,n/a,0,n/a,0,n/a,49,70-79,27,60-79,23,60-79,9,GE50,21,60-79,1,PS,0,n/a,0,n/a
IOWA,19,1906750,Centerville Comm School District,190675000278,Garfield Elementary School,24,60-79,0,n/a,0,n/a,0,n/a,0,n/a,1,PS,23,60-79,7,GE50,17,60-79,3,PS,10,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1906750,Centerville Comm School District,190675000279,Howar Junior High School,206,75,0,n/a,4,PS,2,PS,4,PS,0,n/a,196,70-74,99,75-79,107,70-74,37,20-29,113,65-69,0,n/a,0,n/a,0,n/a
IOWA,19,1906750,Centerville Comm School District,190675000280,Lakeview Elementary 4-5-6 School,292,79,1,PS,8,GE50,3,PS,3,PS,0,n/a,277,75-79,147,80-84,145,75-79,46,30-39,135,70-74,3,PS,0,n/a,0,n/a
IOWA,19,1906750,Centerville Comm School District,190675000281,Lincoln Elementary School,23,60-79,1,PS,0,n/a,0,n/a,0,n/a,0,n/a,22,GE80,14,GE50,9,GE50,2,PS,18,60-79,0,n/a,0,n/a,0,n/a
IOWA,19,1906750,Centerville Comm School District,190675000283,Mystic Elementary School,16,GE80,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,16,GE80,5,PS,11,GE50,0,n/a,11,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1919710,Moravia Comm School District,191971001156,Moravia Elementary School,117,70-74,0,n/a,0,n/a,1,PS,3,PS,0,n/a,113,70-74,57,70-79,60,70-79,14,LT50,72,65-69,2,PS,0,n/a,0,n/a
IOWA,19,1919710,Moravia Comm School District,191971001157,Moravia High School,78,70-74,0,n/a,0,n/a,1,PS,0,n/a,0,n/a,77,70-74,39,70-79,39,70-79,6,LT50,43,60-69,0,n/a,0,n/a,0,n/a
IOWA,19,1919800,Moulton-Udell Comm School District,191980001163,Moulton Elementary School,53,70-79,0,n/a,0,n/a,0,n/a,1,PS,3,PS,49,70-79,29,60-79,24,60-79,7,LT50,27,60-79,0,n/a,0,n/a,0,n/a
IOWA,19,1919800,Moulton-Udell Comm School District,191980001164,Moulton-Udell High School,41,60-69,0,n/a,0,n/a,0,n/a,1,PS,3,PS,37,60-69,21,GE80,20,40-59,4,PS,12,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1903960,Audubon Comm School District,190396000095,Audubon Elementary School,67,80-84,0,n/a,0,n/a,0,n/a,0,n/a,2,PS,65,80-84,32,80-89,35,80-89,8,LT50,25,60-79,0,n/a,0,n/a,0,n/a
IOWA,19,1903960,Audubon Comm School District,190396000096,Audubon Middle-High School,220,79,0,n/a,3,PS,0,n/a,1,PS,3,PS,213,80-84,110,80-84,110,75-79,20,LE20,70,75-79,0,n/a,0,n/a,0,n/a
IOWA,19,1911250,Exira Comm School District,191125000691,Exira Elementary School,37,70-79,0,n/a,0,n/a,2,PS,0,n/a,0,n/a,35,80-89,19,60-79,18,GE80,1,PS,13,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1911250,Exira Comm School District,191125000692,Exira Junior-Senior High School,60,50-59,0,n/a,1,PS,1,PS,1,PS,0,n/a,57,50-59,29,60-79,31,40-49,5,PS,21,40-59,0,n/a,0,n/a,0,n/a
IOWA,19,1904620,Belle Plaine Comm School District,190462000124,Belle Plaine Jr/Sr High School,99,75-79,0,n/a,0,n/a,1,PS,4,PS,0,n/a,94,75-79,47,80-89,52,70-79,13,LT50,33,70-79,0,n/a,0,n/a,0,n/a
IOWA,19,1904620,Belle Plaine Comm School District,190462000127,Longfellow Elementary School,158,75-79,0,n/a,0,n/a,1,PS,3,PS,0,n/a,154,75-79,84,80-84,74,70-74,24,21-39,57,60-69,0,n/a,0,n/a,0,n/a
IOWA,19,1904830,Benton Comm School District,190483000136,Atkins Elementary School,82,85-89,1,PS,0,n/a,1,PS,0,n/a,1,PS,79,85-89,38,80-89,44,GE90,9,GE50,19,GE80,0,n/a,0,n/a,0,n/a
IOWA,19,1904830,Benton Comm School District,190483001987,Benton Community Middle School,207,78,1,PS,2,PS,5,PS,0,n/a,2,PS,197,75-79,115,80-84,92,75-79,30,21-39,44,60-69,0,n/a,0,n/a,0,n/a
IOWA,19,1904830,Benton Comm School District,190483000137,Benton Community Senior High School,146,75-79,0,n/a,1,PS,2,PS,0,n/a,4,PS,139,80-84,64,85-89,82,70-74,24,LE20,32,60-69,0,n/a,0,n/a,0,n/a
IOWA,19,1904830,Benton Comm School District,190483000139,Keystone Elementary School,136,80-84,1,PS,0,n/a,0,n/a,3,PS,0,n/a,132,80-84,66,85-89,70,75-79,16,21-39,36,70-79,0,n/a,0,n/a,0,n/a
IOWA,19,1904830,Benton Comm School District,190483001277,Norway Elementary School,219,75,0,n/a,1,PS,1,PS,2,PS,4,PS,211,70-74,108,80-84,111,65-69,48,30-39,47,60-69,0,n/a,0,n/a,0,n/a
IOWA,19,1929310,Vinton-Shellsburg Comm School District,192931001476,Shellsburg Elementary School,167,70-74,1,PS,1,PS,1,PS,3,PS,3,PS,158,75-79,83,75-79,84,65-69,32,30-39,65,70-74,0,n/a,0,n/a,0,n/a
IOWA,19,1929310,Vinton-Shellsburg Comm School District,192931001550,Tilford Elementary School,185,85-89,0,n/a,0,n/a,3,PS,2,PS,3,PS,177,85-89,87,80-84,98,85-89,33,40-49,74,75-79,0,n/a,0,n/a,0,n/a
IOWA,19,1929310,Vinton-Shellsburg Comm School District,192931001681,Vinton-Shellsburg High School,130,70-74,0,n/a,1,PS,1,PS,4,PS,2,PS,122,70-74,69,80-84,61,65-69,16,LE20,38,60-69,0,n/a,0,n/a,0,n/a
IOWA,19,1929310,Vinton-Shellsburg Comm School District,192931001680,Vinton-Shellsburg Middle School,379,70,2,PS,3,PS,4,PS,7,LT50,4,PS,359,70,168,75-79,211,60-64,76,30-34,152,55-59,0,n/a,0,n/a,0,n/a
IOWA,19,1906510,Cedar Falls Comm School District,190651000830,Cedar Falls Alternative,4,PS,0,n/a,0,n/a,1,PS,0,n/a,0,n/a,3,PS,3,PS,1,PS,1,PS,2,PS,0,n/a,0,n/a,0,n/a
IOWA,19,1906510,Cedar Falls Comm School District,190651000221,Cedar Falls High School,371,85,1,PS,6,GE50,15,GE50,9,GE50,12,GE50,328,87,171,85-89,200,80-84,41,20-29,63,70-74,1,PS,0,n/a,0,n/a
IOWA,19,1906510,Cedar Falls Comm School District,190651000222,Cedar Heights Elementary School,258,81,4,PS,7,GE50,8,GE50,9,GE50,13,GE50,217,80-84,141,80-84,117,80-84,32,30-39,65,70-74,3,PS,0,n/a,0,n/a
IOWA,19,1906510,Cedar Falls Comm School District,190651000223,Helen A Hansen Elementary School,278,84,0,n/a,14,GE50,7,LT50,7,GE50,7,GE50,243,85-89,151,85-89,127,80-84,40,40-49,31,30-39,3,PS,0,n/a,0,n/a
IOWA,19,1906510,Cedar Falls Comm School District,190651000224,Holmes Junior High School,321,84,0,n/a,10,GE50,11,GE50,11,GE50,11,GE50,278,85-89,162,85-89,159,80-84,41,30-39,71,70-74,1,PS,0,n/a,0,n/a
IOWA,19,1906510,Cedar Falls Comm School District,190651000226,Lincoln Elementary School,266,86,0,n/a,5,PS,10,GE50,12,GE50,10,GE50,229,85-89,136,90-94,130,80-84,45,60-69,75,70-74,1,PS,0,n/a,0,n/a
IOWA,19,1906510,Cedar Falls Comm School District,190651000227,North Cedar Elementary School,125,75-79,2,PS,0,n/a,2,PS,1,PS,7,GE50,113,75-79,56,80-89,69,75-79,32,40-49,51,70-79,0,n/a,0,n/a,0,n/a
IOWA,19,1906510,Cedar Falls Comm School District,190651000228,Orchard Hill Elementary School,180,80-84,0,n/a,6,GE50,12,LT50,3,PS,12,GE50,147,85-89,98,85-89,82,75-79,26,40-59,37,50-59,3,PS,0,n/a,0,n/a
IOWA,19,1906510,Cedar Falls Comm School District,190651000229,Peet Junior High School,369,82,1,PS,15,GE50,18,40-59,9,GE50,13,GE50,313,86,176,85-89,193,75-79,44,30-39,70,60-64,2,PS,0,n/a,0,n/a
IOWA,19,1906510,Cedar Falls Comm School District,190651000230,Southdale Elementary School,277,85,0,n/a,18,GE80,10,GE50,9,GE50,9,GE50,231,85-89,143,85-89,134,80-84,36,60-69,39,70-79,3,PS,0,n/a,0,n/a
IOWA,19,1909540,Dunkerton Comm School District,190954000624,Dunkerton Elementary,147,75-79,0,n/a,3,PS,0,n/a,0,n/a,8,GE50,136,75-79,68,75-79,79,70-74,37,40-49,67,60-64,0,n/a,0,n/a,0,n/a
IOWA,19,1909540,Dunkerton Comm School District,190954000625,Dunkerton High School,104,70-74,0,n/a,0,n/a,1,PS,0,n/a,4,PS,99,70-74,57,70-79,47,60-69,18,40-59,32,50-59,0,n/a,0,n/a,0,n/a
IOWA,19,1914340,Hudson Comm School District,191434000856,Hudson Elementary School,94,80-84,0,n/a,0,n/a,3,PS,2,PS,0,n/a,89,85-89,50,70-79,44,80-89,19,40-59,22,60-79,1,PS,0,n/a,0,n/a
IOWA,19,1914340,Hudson Comm School District,191434000857,Hudson High School,75,85-89,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,75,85-89,38,70-79,37,GE90,4,PS,10,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1914340,Hudson Comm School District,191434000429,Hudson Middle School,208,78,0,n/a,1,PS,3,PS,4,PS,0,n/a,200,75-79,100,80-84,108,75-79,20,40-59,39,60-69,1,PS,0,n/a,0,n/a
IOWA,19,1900022,Union Comm School District,190002200632,Dysart-Geneseo Elementary School,114,85-89,0,n/a,2,PS,0,n/a,5,PS,3,PS,104,85-89,60,80-89,54,80-89,16,60-79,32,80-89,0,n/a,0,n/a,0,n/a
IOWA,19,1900022,Union Comm School District,190002200956,La Porte City Elementary School,175,85-89,0,n/a,0,n/a,1,PS,4,PS,2,PS,168,85-89,77,80-84,98,85-89,29,40-59,59,70-79,0,n/a,0,n/a,0,n/a
IOWA,19,1900022,Union Comm School District,190002200957,Union High School,98,75-79,0,n/a,0,n/a,2,PS,1,PS,1,PS,94,75-79,45,80-89,53,70-79,9,GE50,11,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1900022,Union Comm School District,190002202013,Union Middle School,304,70,0,n/a,1,PS,0,n/a,9,LT50,10,GE50,284,70-74,135,65-69,169,70-74,48,30-39,77,65-69,1,PS,0,n/a,0,n/a
IOWA,19,1930480,Waterloo Comm School District,193048000586,Bunger Middle School,435,62,0,n/a,4,PS,80,45-49,30,60-79,18,40-59,303,66,218,60-64,217,60-64,100,25-29,264,55-59,10,GE50,0,n/a,0,n/a
IOWA,19,1930480,Waterloo Comm School District,193048002024,Central Middle School,479,61,2,PS,5,PS,131,40-44,63,60-64,29,60-79,249,70-74,254,60-64,225,55-59,93,30-34,344,55,54,30-39,0,n/a,0,n/a
IOWA,19,1930480,Waterloo Comm School District,193048001719,Cunningham School,189,40-44,0,n/a,1,PS,154,40-44,15,GE50,8,LT50,11,GE50,89,45-49,100,40-44,47,19-Nov,174,45-49,7,GE50,0,n/a,0,n/a
IOWA,19,1930480,Waterloo Comm School District,193048001714,East High School,220,70,0,n/a,2,PS,62,50-54,12,LT50,18,60-79,126,80-84,99,70-74,121,65-69,40,20-29,132,60-64,1,PS,0,n/a,0,n/a
IOWA,19,1930480,Waterloo Comm School District,193048001715,Edison Elementary School,213,58,2,PS,3,PS,64,35-39,12,GE50,11,GE50,121,65-69,109,65-69,104,45-49,37,30-39,162,50-54,4,PS,0,n/a,0,n/a
IOWA,19,1930480,Waterloo Comm School District,193048002126,Expo Alternative Learning Center,107,35-39,0,n/a,0,n/a,52,20-29,6,GE50,3,PS,46,40-49,45,30-39,62,30-34,37,19-Nov,68,30-34,1,PS,0,n/a,0,n/a
IOWA,19,1930480,Waterloo Comm School District,193048001725,George Washington Carver Academy,470,42,1,PS,8,GE50,269,30-34,66,45-49,24,40-59,102,60-64,221,45-49,249,35-39,114,15-19,399,38,30,21-39,0,n/a,0,n/a
IOWA,19,1930480,Waterloo Comm School District,193048001970,Highland Elementary School,228,58,2,PS,3,PS,65,50-54,58,50-59,14,GE50,86,55-59,128,60-64,100,50-54,45,30-39,187,55-59,39,40-49,0,n/a,0,n/a
IOWA,19,1930480,Waterloo Comm School District,193048001723,Hoover Middle School,827,68,5,PS,24,40-59,78,45-49,52,40-49,40,60-69,628,74,393,69,434,67,103,15-19,359,56,121,30-34,0,n/a,0,n/a
IOWA,19,1930480,Waterloo Comm School District,193048001724,Irving Elementary School,187,45-49,1,PS,3,PS,67,35-39,29,40-59,1,PS,86,55-59,95,45-49,92,45-49,29,21-39,165,45-49,38,30-39,0,n/a,0,n/a
IOWA,19,1930480,Waterloo Comm School District,193048001727,Kingsley Elementary School,206,83,1,PS,4,PS,34,50-59,11,GE50,9,GE50,147,90-94,102,80-84,104,80-84,31,30-39,93,70-74,14,GE50,0,n/a,0,n/a
IOWA,19,1930480,Waterloo Comm School District,193048001728,Kittrell Elementary School,184,65-69,2,PS,9,LT50,28,60-79,10,LT50,3,PS,132,75-79,83,65-69,101,65-69,26,LE20,93,55-59,47,50-59,0,n/a,0,n/a
IOWA,19,1930480,Waterloo Comm School District,193048001729,Lincoln Elementary School,202,43,0,n/a,2,PS,75,25-29,22,40-59,17,21-39,86,60-64,96,45-49,106,40-44,46,20-29,171,40-44,19,21-39,0,n/a,0,n/a
IOWA,19,1930480,Waterloo Comm School District,193048001165,Lou Henry Elementary School,232,73,1,PS,7,LT50,39,50-59,16,40-59,8,GE50,161,80-84,117,70-74,115,70-74,25,21-39,113,60-64,46,50-59,0,n/a,0,n/a
IOWA,19,1930480,Waterloo Comm School District,193048001731,Lowell Elementary School,161,50-54,1,PS,4,PS,46,30-39,32,50-59,6,LT50,72,55-59,78,50-54,83,45-49,29,LE20,131,45-49,30,40-59,0,n/a,0,n/a
IOWA,19,1930480,Waterloo Comm School District,193048001734,Orange Elementary School,190,75-79,1,PS,3,PS,7,LT50,5,PS,12,GE50,162,80-84,103,80-84,87,75-79,22,40-59,87,70-74,7,GE50,0,n/a,0,n/a
IOWA,19,1930480,Waterloo Comm School District,193048001546,Poyner Elementary,205,67,0,n/a,4,PS,17,21-39,4,PS,7,GE50,173,70-74,98,70-74,107,60-64,43,30-39,107,60-64,4,PS,0,n/a,0,n/a
IOWA,19,1930480,Waterloo Comm School District,193048001738,West High School,333,75,0,n/a,6,GE50,67,55-59,27,40-59,2,PS,231,85-89,183,70-74,150,75-79,43,20-29,149,65-69,16,21-39,0,n/a,0,n/a
IOWA,19,1905130,Boone Comm School District,190513000156,Boone High School,173,75-79,0,n/a,0,n/a,2,PS,3,PS,3,PS,165,75-79,86,75-79,87,75-79,25,40-59,42,50-59,0,n/a,0,n/a,0,n/a
IOWA,19,1905130,Boone Comm School District,190513000157,Boone Middle School,689,71,5,PS,4,PS,7,GE50,22,60-79,19,GE80,632,71,335,74,354,69,133,35-39,285,60-64,9,GE50,0,n/a,0,n/a
