State Name,FIPS Code,LEA ID,LEA Name,NCES ID,School Name,Student Count,Percent Proficient - All,Count - Native American,Percent Proficient - Native American,Count - Asian/Pacific Islander,Percent Proficient - Asian/Pacific Islander,Count-Black,Percent Proficient - Black,Count - Hispanic,Percent Proficient - Hispanic,Count - Two or More Races,Percent Proficient - Two or More Races,Count - White,Percent Proficient - White,Count - Female,Percent Proficient - Female,Count - Male,Percent Proficient - Male,Count - Disabilities,Percent Proficient - Disabilities,Count - Economically Disadvantaged,Percent Proficient - Economically Disadvantaged,Count - Limited English,Percent Proficient - Limited English,Count - Homeless,Percent Proficient - Homeless,Count - Migrant Students,Percent Proficient - Migrant
IOWA,19,1903220,Akron Westfield Comm School District,190322001938,Akron Westfield Middle School,118,80-84,0,n/a,1,PS,0,n/a,7,GE50,3,PS,107,80-84,55,80-89,63,75-79,19,21-39,39,60-69,0,n/a,0,n/a,0,n/a
IOWA,19,1903220,Akron Westfield Comm School District,190322001939,Akron Westfield Senior High School,43,70-79,1,PS,0,n/a,0,n/a,2,PS,2,PS,38,70-79,23,GE80,20,40-59,5,PS,13,GE50,1,PS,0,n/a,0,n/a
IOWA,19,1914160,Hinton Comm School District,191416000843,Hinton Elementary School,152,80-84,0,n/a,2,PS,1,PS,1,PS,0,n/a,148,80-84,64,80-84,88,80-84,21,40-59,25,60-79,0,n/a,0,n/a,0,n/a
IOWA,19,1914160,Hinton Comm School District,191416000844,Hinton High School,47,80-89,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,47,80-89,25,GE80,22,60-79,2,PS,5,PS,0,n/a,0,n/a,0,n/a
IOWA,19,1914160,Hinton Comm School District,191416000845,Hinton Middle School,157,80-84,0,n/a,3,PS,2,PS,1,PS,0,n/a,151,80-84,77,85-89,80,75-79,15,LT50,27,60-79,0,n/a,0,n/a,0,n/a
IOWA,19,1915750,Kingsley-Pierson Comm School District,191575000940,Kingsley Elementary School,62,80-84,0,n/a,2,PS,0,n/a,1,PS,1,PS,58,80-89,26,GE80,36,70-79,6,LT50,14,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1915750,Kingsley-Pierson Comm School District,191575000941,Kingsley-Pierson High School,32,80-89,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,32,80-89,15,GE50,17,60-79,3,PS,8,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1915750,Kingsley-Pierson Comm School District,191575000942,Pierson Elementary School,45,80-89,0,n/a,0,n/a,0,n/a,1,PS,1,PS,43,80-89,26,GE80,19,60-79,3,PS,11,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1915750,Kingsley-Pierson Comm School District,191575000943,Pierson Middle School,108,65-69,0,n/a,1,PS,1,PS,2,PS,1,PS,103,65-69,48,70-79,60,60-69,21,LE20,30,40-59,0,n/a,0,n/a,0,n/a
IOWA,19,1916530,Le Mars Comm School District,191653000983,Clark Elementary School,120,70-74,2,PS,2,PS,0,n/a,23,60-79,2,PS,91,70-74,57,70-79,63,70-74,15,LT50,62,65-69,18,60-79,0,n/a,0,n/a
IOWA,19,1916530,Le Mars Comm School District,191653000985,Franklin Elementary School,136,80-84,3,PS,0,n/a,0,n/a,6,GE50,2,PS,125,80-84,61,80-84,75,85-89,24,40-59,40,70-79,0,n/a,0,n/a,0,n/a
IOWA,19,1916530,Le Mars Comm School District,191653001101,Individualized Learning Center,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a
IOWA,19,1916530,Le Mars Comm School District,191653000987,Kluckhohn Elementary School,207,84,0,n/a,1,PS,1,PS,9,GE50,10,GE50,186,80-84,104,85-89,103,80-84,17,60-79,52,80-89,1,PS,0,n/a,0,n/a
IOWA,19,1916530,Le Mars Comm School District,191653000988,Le Mars High School,147,80-84,0,n/a,2,PS,1,PS,10,GE50,3,PS,131,75-79,80,80-84,67,75-79,12,GE50,26,60-79,5,PS,0,n/a,0,n/a
IOWA,19,1916530,Le Mars Comm School District,191653000984,Le Mars Middle School,479,76,3,PS,5,PS,4,PS,37,50-59,9,GE50,421,78,229,75-79,250,75-79,56,20-29,138,60-64,15,LT50,0,n/a,0,n/a
IOWA,19,1924120,Remsen-Union Comm School District,192412001405,Remsen-Union Elementary School,57,80-89,0,n/a,0,n/a,0,n/a,2,PS,0,n/a,55,80-89,29,GE80,28,GE80,5,PS,21,GE80,0,n/a,0,n/a,0,n/a
IOWA,19,1924120,Remsen-Union Comm School District,192412001407,Remsen-Union High School,24,GE80,0,n/a,0,n/a,0,n/a,1,PS,1,PS,22,GE80,12,GE50,12,GE50,1,PS,2,PS,0,n/a,0,n/a,0,n/a
IOWA,19,1924120,Remsen-Union Comm School District,192412001995,Remsen-Union Middle School,86,80-84,0,n/a,0,n/a,0,n/a,3,PS,1,PS,82,80-84,44,80-89,42,70-79,14,GE50,20,60-79,0,n/a,0,n/a,0,n/a
IOWA,19,1916420,Laurens-Marathon Comm School District,191642000977,Laurens-Marathon Elementary School,65,75-79,0,n/a,0,n/a,1,PS,2,PS,0,n/a,62,75-79,34,70-79,31,80-89,12,LT50,29,60-79,0,n/a,0,n/a,0,n/a
IOWA,19,1916420,Laurens-Marathon Comm School District,191642000978,Laurens-Marathon High School,25,60-79,0,n/a,0,n/a,1,PS,0,n/a,0,n/a,24,60-79,13,GE50,12,GE50,3,PS,6,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1916420,Laurens-Marathon Comm School District,191642000979,Laurens-Marathon Middle School,64,60-64,1,PS,1,PS,0,n/a,1,PS,0,n/a,61,60-64,28,60-79,36,60-69,11,LT50,34,60-69,0,n/a,0,n/a,0,n/a
IOWA,19,1923190,Pocahontas Area Comm School District,192319001372,Pocahontas Area Elementary School,141,85-89,0,n/a,0,n/a,0,n/a,5,PS,5,PS,131,85-89,66,85-89,75,85-89,12,GE50,71,75-79,1,PS,0,n/a,0,n/a
IOWA,19,1923190,Pocahontas Area Comm School District,192319001373,Pocahontas Area High School,51,80-89,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,51,80-89,21,GE80,30,GE80,4,PS,15,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1923190,Pocahontas Area Comm School District,192319000377,Pocahontas Area Regional Learning Center,5,PS,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,5,PS,3,PS,2,PS,0,n/a,2,PS,0,n/a,0,n/a,0,n/a
IOWA,19,1903690,Ankeny Comm School District,190369000071,Ankeny High School,529,90,1,PS,13,GE50,8,GE50,15,GE50,15,GE50,477,90,258,90-94,271,85-89,25,40-59,37,50-59,3,PS,0,n/a,0,n/a
IOWA,19,1903690,Ankeny Comm School District,190369002094,Ashland Ridge Elementary,329,92,0,n/a,5,PS,3,PS,12,GE50,7,GE50,302,94,144,90-94,185,90-94,23,40-59,28,GE80,0,n/a,0,n/a,0,n/a
IOWA,19,1903690,Ankeny Comm School District,190369000778,Crocker Elementary School,284,93,0,n/a,5,PS,5,PS,5,PS,5,PS,264,90-94,150,GE95,134,85-89,25,60-79,38,70-79,1,PS,0,n/a,0,n/a
IOWA,19,1903690,Ankeny Comm School District,190369000072,East Elementary School,137,85-89,0,n/a,3,PS,2,PS,6,GE50,3,PS,123,85-89,67,85-89,70,85-89,14,GE50,28,60-79,1,PS,0,n/a,0,n/a
IOWA,19,1903690,Ankeny Comm School District,190369000148,Northeast Elementary,309,93,0,n/a,15,GE50,0,n/a,9,GE50,6,GE50,279,90-94,139,GE95,170,85-89,28,60-79,10,GE50,3,PS,0,n/a,0,n/a
IOWA,19,1903690,Ankeny Comm School District,190369000380,Northview Middle School,603,85,2,PS,18,GE80,11,GE50,20,60-79,5,PS,547,86,294,85-89,309,83,62,20-24,66,55-59,1,PS,0,n/a,0,n/a
IOWA,19,1903690,Ankeny Comm School District,190369000074,Northwest Elementary School,211,83,1,PS,2,PS,4,PS,6,GE50,9,GE50,189,80-84,105,85-89,106,80-84,25,40-59,53,60-69,2,PS,0,n/a,0,n/a
IOWA,19,1903690,Ankeny Comm School District,190369000073,Parkview Middle School,1290,87,1,PS,23,GE80,20,60-79,41,80-89,23,60-79,1182,88,618,89,672,86,120,40-44,170,75-79,6,LT50,0,n/a,0,n/a
IOWA,19,1903690,Ankeny Comm School District,190369000077,Southeast Elementary School,310,89,0,n/a,9,GE50,5,PS,19,GE80,7,GE50,270,85-89,150,90-94,160,85-89,25,40-59,62,80-84,4,PS,0,n/a,0,n/a
IOWA,19,1903690,Ankeny Comm School District,190369000078,Terrace Elementary School,186,80-84,1,PS,3,PS,3,PS,5,PS,6,GE50,168,85-89,88,85-89,98,80-84,17,40-59,42,70-79,6,GE50,0,n/a,0,n/a
IOWA,19,1903690,Ankeny Comm School District,190369002026,Westwood Elementary School,320,93,0,n/a,4,PS,2,PS,5,PS,10,GE50,299,90-94,159,90-94,161,90-94,30,60-79,7,GE50,1,PS,0,n/a,0,n/a
IOWA,19,1905070,Bondurant-Farrar Comm School District,190507000153,Anderson Elementary School,227,84,0,n/a,1,PS,0,n/a,7,GE50,4,PS,215,80-84,103,85-89,124,80-84,25,40-59,51,70-79,1,PS,0,n/a,0,n/a
IOWA,19,1905070,Bondurant-Farrar Comm School District,190507002125,Bondurant - Farrar Middle School,415,82,0,n/a,7,GE50,1,PS,12,GE50,7,GE50,388,83,205,80-84,210,80-84,55,50-59,101,65-69,1,PS,0,n/a,0,n/a
IOWA,19,1905070,Bondurant-Farrar Comm School District,190507000154,Bondurant-Farrar High School,97,80-84,0,n/a,0,n/a,0,n/a,0,n/a,2,PS,95,80-84,51,80-89,46,70-79,8,LT50,13,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000517,Brody Middle School,675,67,7,GE50,21,GE80,70,30-34,74,50-54,40,50-59,463,74,316,71,359,63,108,15-19,323,49,14,LT50,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000746,Brubaker Elementary School,309,63,1,PS,8,GE50,25,40-59,40,50-59,15,GE50,220,65-69,155,65-69,154,55-59,63,30-34,226,60-64,4,PS,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000519,Callanan Middle School,607,57,0,n/a,31,60-69,209,30-34,98,45-49,48,50-59,221,80-84,303,60,304,54,103,20-24,413,44,118,15-19,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000518,Capitol View Elementary School,240,58,0,n/a,10,GE50,38,50-59,109,55-59,16,60-79,67,60-64,117,60-64,123,50-54,65,20-24,240,55-59,73,50-54,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897001596,Carver Elementary,272,55,5,PS,19,60-79,52,50-59,136,50-54,18,40-59,42,60-69,124,60-64,148,50-54,56,19-Nov,272,55-59,120,40-44,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000521,Cattell Elementary School,189,55-59,0,n/a,23,40-59,43,50-59,59,50-59,12,GE50,52,60-69,89,55-59,100,60-64,35,20-29,155,55-59,77,55-59,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897002011,Cowles Elementary School,125,90-94,1,PS,0,n/a,3,PS,9,GE50,8,GE50,104,90-94,69,90-94,56,80-89,13,GE50,17,GE80,0,n/a,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897001548,Des Moines Central Campus High School,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897002129,Des Moines Public Charter School,71,55-59,1,PS,1,PS,19,60-79,13,LT50,5,PS,32,60-69,42,50-59,29,40-59,8,LT50,55,50-59,7,LT50,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000232,Downtown School,137,85-89,0,n/a,4,PS,11,GE50,14,GE50,5,PS,103,90-94,71,85-89,66,85-89,10,LT50,23,60-79,0,n/a,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000528,East High School,466,59,2,PS,35,60-69,68,35-39,98,50-54,23,40-59,240,65-69,227,60-64,239,55-59,79,25-29,299,50-54,26,21-39,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000529,Edmunds Fine Arts Academy,98,35-39,0,n/a,8,LT50,63,30-34,7,GE50,7,GE50,13,LT50,54,30-39,44,30-39,24,LE20,98,35-39,43,30-39,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000531,Findley Elementary School,143,65-69,1,PS,12,GE50,48,50-59,25,GE80,14,GE50,43,70-79,69,75-79,74,60-64,29,40-59,143,65-69,7,GE50,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000534,Garton Elementary,274,65,1,PS,21,40-59,56,50-59,70,55-59,15,GE50,111,75-79,144,65-69,130,60-64,57,30-39,219,55-59,80,45-49,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897002128,Gateway Secondary School,69,75-79,0,n/a,2,PS,5,PS,7,GE50,5,PS,50,70-79,40,80-89,29,60-79,4,PS,20,60-79,0,n/a,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000535,Goodrell Middle School,601,64,5,PS,20,60-79,37,40-49,105,55-59,28,40-59,406,69,316,68,285,60-64,86,20-24,379,57,13,LT50,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000538,Greenwood Elementary School,218,78,0,n/a,8,GE50,61,50-54,37,70-79,20,GE80,92,GE95,119,70-74,99,80-84,22,40-59,126,65-69,52,40-49,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000539,Hanawalt Elementary,189,85-89,0,n/a,6,GE50,16,60-79,13,GE50,10,GE50,144,90-94,83,85-89,106,90-94,17,40-59,44,60-69,2,PS,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000540,Harding Middle School,526,47,2,PS,58,40-49,124,30-34,166,35-39,30,60-79,146,65-69,247,45-49,279,45-49,122,15-19,452,42,98,15-19,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000516,Hiatt Middle School,567,48,1,PS,39,60-69,108,35-39,238,50-54,55,40-49,126,50-54,277,50-54,290,45-49,154,20-24,566,48,110,35-39,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000541,Hillis Elementary School,199,75-79,2,PS,8,GE50,22,40-59,39,60-69,18,GE80,110,85-89,107,75-79,92,75-79,22,40-59,116,65-69,64,65-69,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000543,Hoover High School,241,53,2,PS,28,21-39,66,35-39,30,40-59,12,GE50,103,70-74,132,55-59,109,45-49,38,19-Nov,142,35-39,37,LE10,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000544,Howe Elementary,145,60-64,1,PS,5,PS,30,40-59,33,50-59,16,60-79,60,70-79,60,60-69,85,65-69,23,21-39,123,55-59,25,40-59,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000545,Hoyt Middle School,562,55,2,PS,24,60-79,68,40-44,145,45-49,36,40-49,287,60-64,268,55-59,294,50-54,113,20-24,463,51,77,20-24,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000546,Hubbell Elementary,205,79,0,n/a,7,GE50,27,60-79,33,60-69,26,60-79,112,85-89,102,80-84,103,75-79,25,40-59,75,65-69,28,40-59,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000547,Jackson Elementary School,192,60-64,0,n/a,19,60-79,37,50-59,58,50-59,15,GE50,63,70-74,93,60-64,99,65-69,21,LE20,153,55-59,51,40-49,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000548,Jefferson Elementary School,211,91,0,n/a,8,GE50,8,GE50,12,GE50,5,PS,178,90-94,101,90-94,110,90-94,7,LT50,33,80-89,0,n/a,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000556,King Elementary School,160,55-59,0,n/a,4,PS,75,45-49,36,60-69,11,GE50,34,60-69,87,55-59,73,55-59,26,40-59,160,55-59,25,21-39,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000550,Lincoln High School,455,65,0,n/a,17,40-59,43,30-39,72,60-64,16,60-79,307,70,222,65-69,233,60-64,64,20-24,234,55-59,18,LE20,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000552,Lovejoy Elementary School,161,55-59,0,n/a,9,GE50,16,40-59,59,60-69,13,LT50,64,55-59,85,60-64,76,55-59,31,19-Nov,137,50-54,50,60-69,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000554,Madison Elementary School,138,55-59,0,n/a,16,40-59,14,GE50,61,50-54,6,GE50,41,60-69,69,70-74,69,45-49,26,21-39,114,55-59,67,50-54,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000557,McCombs Middle School,599,56,6,GE50,20,60-79,50,30-39,133,50-54,42,60-69,348,59,292,55-59,307,55,101,15-19,407,49,25,LE20,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000559,McKinley Elementary School,144,60-64,0,n/a,16,LE20,20,60-79,54,50-59,6,GE50,48,70-79,76,65-69,68,55-59,23,40-59,144,60-64,62,45-49,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000560,Meredith Middle School,596,52,2,PS,62,25-29,156,30-34,88,40-44,40,50-59,248,70-74,278,55-59,318,48,95,15-19,393,39,112,14-Oct,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000561,Merrill Middle School,599,75,1,PS,18,60-79,104,50-54,60,40-49,38,60-69,378,85,294,75-79,305,72,70,20-24,261,55-59,32,19-Nov,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000563,Monroe Elementary School,243,47,0,n/a,15,GE50,73,35-39,72,40-44,19,40-59,64,55-59,113,45-49,130,45-49,50,20-29,208,40-44,83,30-34,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000583,Morris Elementary School,292,66,2,PS,16,GE80,22,40-59,114,60-64,10,GE50,128,70-74,139,65-69,153,60-64,55,20-29,218,60-64,101,55-59,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000565,Moulton Elementary School,231,55,0,n/a,10,GE50,124,50-54,51,60-69,8,LT50,38,50-59,129,55-59,102,50-54,59,19-Nov,231,55-59,9,LT50,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000566,North High School,216,63,0,n/a,26,40-59,37,40-49,37,60-69,15,GE50,101,70-74,109,60-64,107,60-64,38,30-39,151,55-59,20,LE20,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000567,Oak Park,189,75-79,0,n/a,9,GE50,36,70-79,39,60-69,15,GE50,90,80-84,101,75-79,88,75-79,30,21-39,150,70-74,41,50-59,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000568,Orchard Place School,15,GE50,0,n/a,0,n/a,2,PS,1,PS,0,n/a,12,LT50,7,GE50,8,LT50,7,LT50,4,PS,0,n/a,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000569,Park Ave Elementary School,228,68,1,PS,6,GE50,36,60-69,37,60-69,10,LT50,138,70-74,106,60-64,122,70-74,30,21-39,158,65-69,21,60-79,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000570,Perkins Elementary School,211,79,0,n/a,10,GE50,31,40-49,48,60-69,16,GE80,106,90-94,101,75-79,110,80-84,23,21-39,133,65-69,46,50-59,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000571,Phillips Elementary,165,80-84,0,n/a,1,PS,8,GE50,21,60-79,3,PS,132,80-84,73,80-84,92,80-84,17,21-39,90,75-79,0,n/a,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000572,Pleasant Hill Elementary School,128,85-89,0,n/a,1,PS,4,PS,5,PS,4,PS,114,85-89,71,85-89,57,80-89,15,GE50,62,80-84,0,n/a,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000728,River Woods Elementary School,225,64,1,PS,29,60-79,42,40-49,73,50-54,16,60-79,64,80-84,99,65-69,126,60-64,36,19-Nov,158,50-54,74,45-49,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000574,Roosevelt High School,388,78,1,PS,15,GE50,70,55-59,30,40-59,26,GE80,246,85-89,201,80-84,187,75-79,49,30-39,135,55-59,21,LE20,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000580,Ruby Van Meter School,51,80-89,0,n/a,0,n/a,13,GE50,3,PS,3,PS,32,GE90,26,60-79,25,GE80,51,80-89,38,80-89,0,n/a,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897002093,Samuelson Elementary School,230,60,1,PS,42,30-39,51,20-29,19,60-79,16,GE80,101,80-84,103,60-64,127,55-59,31,20-29,135,40-44,74,30-34,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000537,Scavo Alternative High School,94,40-44,0,n/a,5,PS,19,21-39,15,LT50,7,GE50,48,50-59,54,40-49,40,30-39,23,21-39,64,35-39,3,PS,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000576,Smouse Opportunity School,72,45-49,0,n/a,1,PS,18,40-59,6,GE50,11,LT50,36,50-59,13,LT50,59,40-49,72,45-49,58,40-49,1,PS,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897001472,South Union Elementary School,257,60,1,PS,17,40-59,23,40-59,54,40-49,17,60-79,145,70-74,119,65-69,138,50-54,35,19-Nov,200,50-54,61,30-34,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000577,Stowe Elementary School,184,55-59,0,n/a,4,PS,12,GE50,39,50-59,2,PS,127,55-59,92,55-59,92,55-59,45,40-49,156,50-54,26,21-39,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000578,Studebaker Elementary School,207,71,0,n/a,9,GE50,22,40-59,29,40-59,5,PS,142,75-79,92,70-74,115,70-74,25,21-39,139,65-69,3,PS,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897001143,Walnut Street School,79,55-59,0,n/a,13,LT50,16,40-59,12,GE50,11,GE50,27,60-79,41,50-59,38,50-59,9,LT50,42,40-49,15,LT50,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000584,Weeks Middle School,657,47,2,PS,66,55-59,97,30-34,219,35-39,53,50-59,220,55-59,319,52,338,42,106,9-Jun,509,42,158,15-19,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000585,Willard Elementary School,198,55-59,2,PS,11,GE50,26,40-59,68,55-59,12,GE50,79,55-59,94,60-64,104,50-54,36,19-Nov,198,55-59,71,50-54,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000587,Windsor Elementary,210,76,1,PS,3,PS,71,65-69,29,60-79,7,GE50,99,85-89,103,80-84,107,70-74,27,21-39,137,65-69,81,55-59,0,n/a,0,n/a
IOWA,19,1908970,Des Moines Independent Comm School District,190897000589,Wright Elementary School,137,55-59,3,PS,3,PS,7,GE50,15,GE50,8,GE50,101,55-59,59,50-59,78,60-64,17,21-39,88,55-59,0,n/a,0,n/a,0,n/a
IOWA,19,1915450,Johnston Comm School District,191545000478,Beaver Creek Elem School,363,96,0,n/a,21,GE80,13,GE50,13,GE50,17,GE80,299,GE95,174,GE95,189,90-94,25,60-79,48,GE90,2,PS,0,n/a,0,n/a
IOWA,19,1915450,Johnston Comm School District,191545002018,Henry A Wallace Elementary School,247,91,1,PS,10,GE50,6,GE50,10,GE50,9,GE50,211,90-94,130,GE95,117,85-89,25,60-79,40,70-79,14,GE50,0,n/a,0,n/a
IOWA,19,1915450,Johnston Comm School District,191545000653,Horizon Elementary,334,92,1,PS,25,GE80,7,GE50,10,GE50,10,GE50,281,90-94,168,90-94,166,90-94,31,50-59,49,80-89,6,GE50,0,n/a,0,n/a
IOWA,19,1915450,Johnston Comm School District,191545000926,Johnston Middle School,485,88,0,n/a,29,GE80,19,40-59,21,GE80,18,GE80,398,89,237,85-89,248,85-89,44,30-39,73,70-74,5,PS,0,n/a,0,n/a
IOWA,19,1915450,Johnston Comm School District,191545000927,Johnston Senior High School,409,87,1,PS,10,GE50,8,GE50,15,GE50,14,GE50,361,88,201,85-89,208,85-89,33,40-49,45,60-69,4,PS,0,n/a,0,n/a
IOWA,19,1915450,Johnston Comm School District,191545000532,Lawson Elementary School,250,88,0,n/a,11,GE50,14,GE50,13,GE50,13,GE50,199,85-89,133,85-89,117,90-94,33,40-49,53,70-79,0,n/a,0,n/a,0,n/a
IOWA,19,1915450,Johnston Comm School District,191545000749,Summit Middle School,961,86,3,PS,43,80-89,32,50-59,37,60-69,31,GE90,815,88,484,86,477,86,91,35-39,148,65-69,19,21-39,0,n/a,0,n/a
IOWA,19,1915450,Johnston Comm School District,191545001412,Timber Ridge Elementary,271,89,0,n/a,16,GE80,7,GE50,24,40-59,9,GE50,215,90-94,136,85-89,135,85-89,29,40-59,50,60-69,28,40-59,0,n/a,0,n/a
IOWA,19,1920910,North Polk Comm School District,192091001923,North Polk Central Elementary School,215,82,1,PS,1,PS,1,PS,3,PS,5,PS,204,80-84,108,85-89,107,75-79,20,40-59,29,60-79,1,PS,0,n/a,0,n/a
IOWA,19,1920910,North Polk Comm School District,192091001248,North Polk High School,91,85-89,0,n/a,1,PS,0,n/a,0,n/a,4,PS,86,85-89,35,GE90,56,80-89,6,GE50,9,GE50,0,n/a,0,n/a,0,n/a
IOWA,19,1920910,North Polk Comm School District,192091002095,North Polk Middle School,177,85-89,0,n/a,0,n/a,0,n/a,2,PS,2,PS,173,85-89,77,80-84,100,85-89,18,40-59,21,60-79,0,n/a,0,n/a,0,n/a
IOWA,19,1920910,North Polk Comm School District,192091001249,North Polk West Elementary School,144,85-89,0,n/a,2,PS,2,PS,1,PS,2,PS,137,85-89,67,90-94,77,80-84,11,LT50,14,GE50,1,PS,0,n/a,0,n/a
IOWA,19,1925320,Saydel Comm School District,192532001445,Cornell Elementary School,94,70-74,0,n/a,0,n/a,2,PS,7,GE50,2,PS,83,70-74,42,70-79,52,60-69,15,LT50,54,60-69,3,PS,0,n/a,0,n/a
IOWA,19,1925320,Saydel Comm School District,192532001446,Norwoodville Elementary,184,80-84,1,PS,2,PS,2,PS,19,60-79,0,n/a,160,80-84,86,85-89,98,75-79,30,60-79,98,80-84,4,PS,0,n/a,0,n/a
IOWA,19,1925320,Saydel Comm School District,192532001447,Saydel High School,102,60-64,0,n/a,2,PS,2,PS,5,PS,1,PS,92,60-64,42,70-79,60,40-49,18,LE20,51,40-49,4,PS,0,n/a,0,n/a
IOWA,19,1925320,Saydel Comm School District,192532001448,Woodside Middle School,319,68,1,PS,3,PS,4,PS,22,60-79,3,PS,286,65-69,149,65-69,170,65-69,49,30-39,154,60-64,7,GE50,0,n/a,0,n/a
IOWA,19,1926820,Southeast Polk Comm School District,192682001566,Altoona Elementary School,178,80-84,1,PS,4,PS,3,PS,6,GE50,6,GE50,158,80-84,83,80-84,95,85-89,29,60-79,59,70-79,4,PS,0,n/a,0,n/a
