,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18-24,,,,,,,25-34,,,,,,,35-44,,,,,,,45-64,,,,,,,65+,,,,,,,18-24,,,,,,,25-34,,,,,,,35-44,,,,,,,45-64,,,,,,,65+,,,,,,,
,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,< 9th,Some HS,HS or GED,Some College,Associates,Bachelors,Grad/Professional,
51033,0,0,0,8,17,0,0,2,5,8,55,0,0,3,0,2,12,4,0,8,0,0,4,32,2,5,16,0,0,1,20,0,2,19,2,0,0,2,0,4,0,0,0,15,8,11,0,2,0,0,0,0,0,6,1,1,0,0,9,17,21,2,6,1,0,12,4,0,3,0,F
51034,0,9,46,4,12,0,0,0,5,15,12,7,4,0,4,1,32,45,7,16,0,3,27,138,24,18,13,22,33,29,52,14,5,11,9,0,22,10,0,4,12,5,0,0,30,10,20,11,0,0,0,31,18,14,14,5,5,12,90,40,13,37,9,48,18,143,53,0,20,0,F
51035,5,19,32,6,6,7,0,0,0,2,17,15,14,0,0,0,40,22,31,20,0,0,4,80,61,24,46,9,22,9,78,29,0,13,10,0,6,39,21,0,0,0,0,0,26,13,17,10,7,0,0,17,38,13,34,0,0,0,77,68,41,41,8,13,8,64,39,14,16,3,F
51036,0,0,4,2,1,0,0,0,1,41,4,22,7,0,0,0,17,6,29,2,0,0,2,18,11,4,3,2,22,2,12,5,2,0,0,0,11,5,0,1,4,0,0,0,18,5,10,7,1,0,0,4,23,3,16,0,0,0,43,8,2,4,0,5,3,19,4,0,0,0,F
51037,0,0,6,4,0,0,0,0,0,3,12,0,3,0,0,0,0,2,0,3,0,0,0,25,11,17,4,2,9,9,19,3,0,1,1,0,0,5,3,0,0,0,0,0,1,2,4,1,8,0,0,10,2,0,0,0,0,0,32,5,9,0,0,0,0,18,3,0,1,2,F
51038,0,47,19,20,4,0,0,0,0,17,17,3,58,0,0,3,53,23,9,15,0,0,13,138,62,23,21,3,33,10,62,6,0,0,0,0,14,13,20,3,5,0,0,0,56,6,10,6,45,0,12,9,14,20,19,0,0,6,84,66,18,53,16,6,10,91,12,0,3,3,F
51039,0,14,24,33,3,9,0,0,4,21,37,18,14,10,0,0,38,17,46,37,13,8,19,154,77,31,48,32,13,9,75,26,0,6,20,0,5,12,22,0,32,0,0,0,22,28,42,27,11,0,3,26,38,35,44,5,0,16,100,92,52,37,31,0,0,128,22,8,12,3,F
51040,0,7,73,13,0,31,0,19,3,104,42,12,7,0,0,28,114,66,37,7,0,10,24,239,174,82,45,0,13,30,158,44,14,49,8,0,49,9,40,0,37,0,0,7,55,29,43,61,16,12,29,40,46,50,15,25,0,41,229,121,88,106,0,25,44,231,106,19,70,1,F
51041,0,31,53,480,13,36,0,0,6,11,63,59,124,38,7,0,64,68,24,62,124,9,76,182,113,38,196,176,17,23,240,69,17,83,31,0,13,25,685,10,46,0,0,9,42,47,47,162,14,0,0,48,44,59,94,89,1,9,202,187,87,110,89,67,53,249,88,65,51,78,F
51044,0,1,3,8,0,0,0,0,0,0,6,0,5,0,0,1,10,2,0,0,0,2,0,26,8,0,13,0,7,3,8,6,1,0,0,0,0,9,0,0,0,0,0,0,0,14,0,0,0,0,0,4,2,0,0,3,0,4,12,11,0,5,0,1,5,15,5,0,0,0,F
51046,0,32,0,12,3,0,0,0,0,36,5,5,11,0,0,0,21,35,23,17,0,0,11,128,43,8,29,12,36,23,82,37,0,3,14,3,8,9,0,0,0,0,0,0,17,40,15,3,0,0,0,13,43,10,63,4,0,7,106,57,22,54,15,9,17,126,32,8,17,3,F
51047,0,0,21,0,0,6,0,0,1,16,6,5,12,0,2,2,12,19,0,0,0,3,6,87,55,9,52,6,1,6,30,12,6,8,4,0,21,7,1,2,12,0,0,0,5,7,3,14,0,0,3,5,20,4,8,0,0,1,83,44,4,21,2,2,1,65,22,1,5,1,F
51048,0,5,9,4,6,3,0,0,0,10,9,8,0,0,0,0,2,8,3,18,0,6,2,49,14,20,4,2,6,0,29,6,0,0,2,0,6,13,12,5,0,0,0,0,14,3,3,6,0,0,0,3,4,23,8,10,0,5,13,16,26,8,6,0,2,28,16,5,4,0,F
51049,0,0,3,0,0,0,0,0,1,3,2,1,8,0,0,0,12,9,0,16,0,0,6,59,4,4,5,5,2,2,39,2,0,2,0,0,0,0,0,0,0,0,0,5,2,4,2,10,0,0,1,8,2,2,20,0,4,2,20,14,2,11,0,3,11,24,10,2,6,2,F
51050,0,26,18,14,3,0,0,0,10,26,41,55,27,3,0,0,57,56,12,36,6,11,3,208,89,43,21,19,33,9,151,15,0,6,14,0,3,6,18,4,3,0,0,0,24,40,36,44,0,0,0,56,18,40,22,3,10,8,176,83,40,53,14,30,12,128,43,28,13,4,F
51051,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,2,12,0,0,0,0,0,3,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,4,0,3,0,0,0,0,8,0,1,0,0,0,3,7,0,0,0,0,F
51052,0,7,14,3,0,0,0,0,0,3,3,10,12,0,0,10,19,15,10,24,0,0,14,111,18,22,14,10,2,2,20,0,0,0,0,0,4,8,18,3,3,0,0,0,2,13,2,2,0,0,2,25,32,14,19,2,0,5,63,46,8,4,0,2,1,19,5,2,7,2,F
51053,0,8,24,0,5,0,0,2,5,35,9,0,10,0,0,0,30,13,5,0,0,2,5,101,49,3,14,19,10,5,49,3,0,4,2,0,6,12,13,7,17,0,0,5,9,0,0,41,0,0,13,9,8,0,10,0,0,3,90,35,21,43,4,2,3,91,24,0,6,2,F
51054,0,48,55,8,19,0,0,0,0,1,16,0,56,36,0,0,33,171,27,99,43,30,39,225,101,97,162,41,6,47,44,38,29,69,9,0,0,24,53,0,13,0,0,0,51,21,54,64,53,0,0,118,216,68,130,84,0,32,179,138,44,127,57,70,37,202,29,32,3,0,F
51055,0,5,11,21,15,9,0,0,2,8,49,3,10,0,0,0,20,10,0,7,4,0,13,60,15,13,34,6,3,5,51,9,0,7,6,0,0,52,12,6,4,0,4,0,8,11,17,24,3,0,0,3,16,6,3,7,0,0,81,36,12,24,16,0,0,82,15,0,24,0,F
51056,0,11,0,2,3,0,0,0,3,9,0,16,0,0,0,0,8,2,0,0,0,0,0,24,21,0,12,2,21,12,11,31,1,9,2,0,0,1,2,0,0,0,0,0,4,7,10,0,0,0,0,0,2,0,14,0,2,2,34,12,21,0,6,0,8,35,12,0,12,0,F
51058,0,0,14,12,0,0,0,2,0,25,3,15,0,3,0,2,52,26,17,18,0,0,4,53,67,10,8,0,16,5,27,7,0,0,2,0,11,6,6,0,5,0,0,0,4,9,36,9,3,0,0,12,20,0,7,0,0,3,60,35,33,15,0,4,10,50,32,4,5,0,F
51060,0,0,10,7,0,0,0,0,2,7,0,5,0,0,0,0,6,13,2,0,0,17,4,67,17,0,0,2,13,8,38,11,0,0,0,0,0,13,0,0,0,0,0,0,2,4,0,0,0,0,2,11,7,5,11,0,0,6,46,25,0,9,0,17,2,46,23,1,0,0,F
51061,0,0,1,20,0,0,0,0,2,4,13,0,0,0,0,2,10,2,0,0,0,0,4,45,33,9,3,0,0,7,30,0,0,2,0,0,0,14,0,0,0,0,0,1,1,9,0,0,0,0,0,5,7,4,2,0,2,2,43,9,12,4,9,10,5,10,18,0,14,1,F
51062,0,0,25,27,0,0,0,0,0,5,0,0,0,0,0,0,18,14,0,1,0,11,19,56,18,14,0,37,12,0,24,0,0,16,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,4,4,45,1,0,6,0,3,0,51,0,0,13,49,15,0,31,29,0,2,0,F
51063,0,1,41,4,0,0,0,0,3,14,21,0,10,0,0,0,18,3,6,9,8,0,10,75,35,7,13,7,4,13,46,7,3,9,2,0,0,13,8,0,0,0,0,2,20,4,23,10,2,0,0,8,10,9,5,9,0,0,59,33,8,25,4,12,22,76,41,1,26,0,F
51101,0,28,29,0,0,23,0,17,43,57,11,5,31,0,13,0,11,5,0,0,9,15,27,63,38,0,0,0,35,0,0,11,0,0,0,0,5,0,0,0,9,0,0,0,6,0,0,0,0,5,0,5,35,0,0,0,0,12,37,77,7,9,0,46,25,18,0,0,0,0,F
51103,22,260,424,216,45,42,0,102,241,373,264,156,61,31,130,184,611,202,65,30,0,255,209,817,434,49,111,58,113,122,390,111,25,50,50,33,143,315,223,16,44,0,79,133,336,411,89,147,14,44,36,319,315,95,59,56,240,296,806,431,151,133,47,274,166,459,222,62,26,15,F
51104,0,106,323,542,39,47,0,0,80,593,370,147,371,86,196,107,376,207,118,138,194,229,146,437,540,125,642,385,93,73,253,305,36,259,152,0,109,378,615,20,120,13,59,54,337,398,77,386,181,109,116,412,240,128,279,195,190,158,547,579,252,545,273,148,108,815,359,55,217,144,F
51105,69,115,163,93,12,0,0,131,80,321,148,13,44,0,79,54,187,70,56,25,6,189,125,273,223,17,122,12,63,37,160,60,0,11,0,28,183,181,79,12,0,0,188,153,131,250,14,8,0,61,101,137,100,41,55,0,95,138,377,323,81,30,61,79,54,246,28,9,13,11,F
51106,18,174,372,1213,107,78,0,25,186,440,344,149,342,64,93,94,513,327,167,334,61,103,131,1053,943,352,567,232,46,122,592,258,42,177,152,8,74,309,1047,110,159,0,81,44,336,516,199,304,178,115,54,496,227,198,401,79,7,90,1136,822,404,431,373,112,201,998,388,95,226,23,F
51108,0,6,56,50,0,8,0,0,46,46,81,0,21,61,0,48,176,119,36,40,47,48,0,277,283,63,108,154,49,37,109,60,0,32,6,0,55,83,79,17,0,0,0,33,100,96,0,54,26,52,0,62,90,75,41,33,0,41,249,373,145,74,101,0,55,217,9,7,26,35,F
51109,0,9,46,66,0,8,0,0,0,18,98,0,8,0,0,11,97,67,34,18,16,23,49,210,0,27,23,33,26,10,117,59,0,0,0,0,0,24,104,0,0,0,6,0,120,37,0,28,0,0,0,92,31,15,29,18,26,39,187,78,19,58,0,0,112,118,25,13,21,0,F
51111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,56,0,0,0,31,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,20,0,0,0,0,0,0,F
51201,0,79,76,174,13,0,0,0,31,216,26,81,71,29,0,0,84,84,0,48,36,1,21,252,279,105,195,77,115,37,213,69,0,21,65,0,76,0,129,25,13,0,0,0,8,57,117,76,0,0,26,91,95,34,45,0,22,21,299,175,73,205,28,68,51,330,169,48,37,0,F
51230,0,0,26,15,0,16,0,0,1,2,13,2,0,0,0,18,20,0,3,7,0,6,0,47,33,3,3,0,0,0,7,0,0,0,5,0,4,48,14,0,0,0,0,0,4,2,4,0,11,0,0,6,2,22,12,0,0,0,34,0,17,25,2,2,2,8,0,0,6,0,F
51231,0,7,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,2,0,0,0,0,2,6,9,2,17,0,0,0,6,2,0,0,2,0,0,0,0,0,0,0,0,1,4,5,0,0,0,0,0,0,2,1,0,0,0,2,13,4,0,15,0,5,9,5,2,0,0,0,F
51232,0,28,29,35,0,10,0,0,0,13,10,14,0,0,0,4,24,7,12,15,2,13,8,100,27,34,4,0,6,8,21,23,0,0,0,0,10,2,26,5,0,0,0,1,10,9,12,2,0,0,0,14,12,27,8,0,0,11,81,62,25,14,0,4,3,47,7,1,6,0,F
51234,0,3,6,17,0,7,0,0,0,32,35,16,5,0,0,26,16,18,1,0,0,2,0,85,29,0,25,9,20,4,17,19,12,0,0,0,0,9,7,11,11,0,0,0,21,13,15,6,0,0,0,7,3,5,10,0,5,2,73,56,12,28,9,16,0,69,21,0,0,0,F
51235,0,0,37,0,0,0,0,0,0,35,8,8,2,0,3,0,25,6,0,3,3,27,6,89,28,5,5,3,39,0,14,4,0,3,0,0,0,37,32,10,0,0,0,0,38,2,12,8,4,0,0,31,6,6,0,0,0,0,90,18,3,14,0,35,4,15,7,0,0,0,F
51237,0,3,19,7,6,2,0,0,0,37,17,17,10,0,0,0,19,28,11,3,3,18,3,92,26,25,40,13,74,20,41,7,7,14,13,0,8,20,12,0,17,0,0,2,12,32,12,23,0,0,0,21,26,18,10,0,11,0,87,29,32,13,7,70,14,90,45,7,33,7,F
51238,0,10,30,12,5,13,0,0,4,12,13,24,8,0,0,15,0,5,25,21,0,0,3,94,53,9,6,0,33,8,18,10,4,21,8,0,8,8,0,1,13,5,0,8,22,1,19,17,0,0,0,28,12,1,20,0,0,3,33,51,27,6,2,19,0,36,47,3,3,2,F
51239,0,16,59,19,6,0,0,0,10,48,28,29,68,13,0,4,71,38,42,59,21,3,36,139,81,30,81,15,57,10,90,8,3,18,12,0,6,24,27,14,5,0,5,1,25,32,47,59,3,0,0,51,41,39,56,4,31,10,116,87,28,76,6,61,13,93,36,20,6,0,F
51240,0,25,25,20,0,0,0,12,0,28,63,7,3,0,0,8,43,16,0,8,7,8,12,73,67,19,16,24,28,0,58,23,0,2,5,0,0,30,12,3,6,0,0,10,14,23,32,3,5,0,0,21,22,35,23,4,0,17,114,45,35,10,24,7,6,125,22,4,4,17,F
51241,0,22,16,7,2,3,0,0,11,32,14,47,13,0,0,2,19,26,7,35,0,0,17,118,27,14,26,0,24,0,85,7,0,0,4,0,1,7,8,0,8,0,0,0,31,19,25,23,26,0,0,9,31,31,16,2,0,3,95,32,7,40,13,4,11,49,34,19,0,0,F
51242,0,0,11,0,2,0,0,0,0,0,5,0,3,0,0,0,3,0,3,2,0,0,0,29,0,0,0,0,2,0,12,2,0,0,0,0,4,4,6,0,0,0,0,0,0,4,0,3,0,0,3,0,2,2,0,1,0,0,9,8,3,0,0,4,1,15,0,0,0,0,F
51243,0,7,22,0,6,0,0,0,2,19,31,7,19,0,3,0,22,6,15,20,0,0,10,46,9,3,0,10,28,23,18,7,3,5,0,0,0,4,5,9,0,0,0,0,12,12,12,7,0,0,9,11,6,12,6,0,5,0,52,45,1,9,5,20,14,36,10,3,6,0,F
51244,0,0,7,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,1,6,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,2,0,0,2,0,0,0,3,2,1,0,0,0,0,3,1,0,0,0,0,F
51245,0,36,23,9,0,0,0,0,34,28,4,15,6,7,0,19,29,14,18,0,0,16,8,42,60,5,38,7,22,3,44,2,6,4,0,0,15,31,10,5,2,0,0,8,57,23,20,21,2,0,8,30,23,3,3,6,5,25,76,74,8,40,0,4,13,80,16,16,10,2,F
51246,0,8,55,6,7,5,0,0,13,45,29,36,59,10,0,15,105,55,21,78,14,0,0,249,113,32,62,4,92,20,84,20,5,20,20,0,15,26,9,7,9,0,0,12,37,43,45,66,0,0,0,86,95,64,37,0,5,16,186,87,67,56,16,98,49,107,74,31,16,18,F
51247,0,0,73,81,6,0,0,15,0,117,75,37,28,14,0,0,87,49,18,14,8,13,27,188,100,54,51,56,87,58,65,57,0,8,12,0,0,87,95,19,15,0,38,0,82,46,71,62,0,11,0,67,14,55,79,13,0,26,230,115,44,68,11,191,9,218,64,0,27,0,F
51248,0,7,31,0,13,0,0,0,2,32,21,16,6,7,0,5,43,14,0,12,3,10,6,75,57,2,28,18,33,10,48,21,0,6,11,0,7,5,5,2,9,0,0,0,15,13,22,2,6,0,0,33,15,8,3,2,0,2,87,52,7,36,0,46,14,129,31,16,22,0,F
51249,13,12,47,32,0,9,0,33,4,104,36,2,0,16,0,0,52,76,21,35,0,8,15,238,48,22,70,43,99,18,93,33,6,23,16,0,8,66,21,15,3,0,0,51,32,39,13,27,0,0,0,46,65,22,66,0,6,28,178,127,51,58,23,103,52,217,55,0,33,7,F
51250,0,38,229,680,0,121,0,133,11,163,102,0,156,18,27,15,176,51,54,70,41,97,28,335,116,100,189,50,37,28,126,58,0,13,70,0,18,82,542,17,99,0,106,109,148,82,54,113,65,54,0,90,51,29,80,39,0,19,269,245,146,118,46,47,11,239,59,36,43,0,F
51301,25,47,210,117,57,1,0,1,128,200,171,124,74,1,13,65,116,249,116,173,15,13,56,717,419,106,320,54,43,36,472,125,61,103,87,0,27,81,231,23,68,0,1,4,205,118,143,223,10,0,23,212,192,226,76,10,33,26,810,349,305,272,71,135,81,663,343,54,172,6,F
51331,0,1,1,3,0,0,0,0,0,25,15,24,8,0,0,1,20,3,3,0,3,0,0,61,33,17,46,0,0,31,68,28,11,16,31,0,23,0,6,6,0,0,0,0,0,15,0,27,3,0,0,12,6,0,3,0,0,6,34,39,18,28,18,0,27,76,53,8,25,15,F
51333,0,8,2,3,4,0,0,0,2,34,5,9,0,0,0,0,5,4,3,0,0,0,10,44,27,15,9,0,5,2,18,6,2,3,0,0,0,5,2,6,0,0,0,0,4,8,6,2,3,0,0,5,18,4,3,0,0,3,16,21,5,16,2,3,2,23,10,5,3,0,F
51334,70,54,89,224,49,24,0,95,70,123,133,88,44,0,10,58,80,68,116,39,25,11,60,337,261,108,146,25,94,52,289,91,9,36,42,8,35,43,163,16,0,0,0,8,88,108,93,64,11,13,47,94,64,76,126,10,10,54,348,276,129,66,108,42,52,443,164,52,44,38,F
51338,0,10,19,18,0,0,0,0,12,7,16,11,29,0,0,7,19,5,26,11,0,8,4,74,23,6,10,14,12,4,33,3,0,0,9,0,16,8,7,0,0,0,0,0,14,24,15,8,0,0,0,6,19,15,11,0,0,0,50,30,14,22,6,11,13,50,31,0,2,0,F
51341,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,7,0,0,0,0,2,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,F
51342,0,15,22,27,14,0,0,0,6,30,28,8,19,2,0,12,11,37,15,8,0,7,0,58,36,16,29,6,34,8,41,12,4,4,9,0,0,45,19,3,0,0,0,8,7,29,13,38,0,0,0,17,22,18,26,6,0,3,70,30,18,10,21,14,19,45,12,8,15,0,F
51343,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,7,1,0,0,0,0,3,30,13,0,0,0,1,0,5,0,0,0,8,0,0,12,2,0,0,0,0,6,0,0,1,0,0,0,0,3,2,6,0,0,0,0,13,30,6,0,0,0,1,2,9,0,3,0,F
51345,0,0,8,0,0,2,0,0,0,12,5,3,3,0,0,7,13,6,0,6,0,1,0,68,3,9,7,0,2,3,20,0,0,0,0,0,0,14,0,0,2,0,3,0,3,27,0,3,0,6,3,4,7,1,0,0,2,0,51,13,3,0,6,0,2,6,21,0,2,0,F
51346,0,0,28,17,3,22,0,0,4,21,27,19,15,10,2,10,10,41,9,11,8,12,15,121,107,57,36,19,36,73,100,20,3,19,3,0,23,16,63,10,0,9,0,10,24,2,26,8,4,0,0,35,48,10,32,0,14,6,144,90,37,81,12,16,18,133,97,21,13,3,F
51347,0,0,37,0,0,0,0,0,0,33,40,0,5,0,0,0,36,32,19,34,0,14,7,108,26,21,6,5,3,0,75,24,2,3,5,0,0,6,6,10,1,0,0,0,22,31,34,31,0,0,5,17,21,31,24,0,0,0,92,50,24,13,20,8,16,77,16,7,17,3,F
51350,0,0,3,2,0,0,0,0,0,16,30,0,0,0,0,0,10,0,0,0,0,0,0,32,8,0,14,1,8,0,25,3,7,0,0,0,0,4,5,0,0,0,0,0,0,31,0,0,0,0,0,0,0,5,0,0,0,1,19,23,13,3,0,7,9,37,22,0,4,0,F
51351,0,8,81,41,99,0,0,0,0,32,86,8,80,5,0,7,98,36,82,41,17,7,33,237,181,63,96,53,16,20,180,44,4,48,45,0,1,39,74,12,30,0,0,0,17,45,57,65,0,0,0,74,65,15,38,23,0,29,260,243,120,91,52,25,25,238,84,18,61,9,F
51354,0,0,4,2,11,4,0,4,1,11,22,17,0,0,0,0,83,5,0,3,0,6,2,71,28,31,23,0,20,17,48,3,0,0,0,0,0,8,0,0,5,0,3,0,17,11,22,17,3,0,0,1,13,26,9,3,0,4,48,37,5,11,0,15,7,68,23,0,0,0,F
51355,0,0,9,9,0,0,0,0,0,2,6,0,2,0,0,0,0,5,0,0,2,0,0,22,6,12,48,40,12,3,53,8,0,34,34,0,0,2,0,20,0,0,0,0,0,0,0,28,3,0,0,2,5,0,0,0,0,1,26,16,14,46,31,2,7,58,35,4,54,8,F
51357,0,0,17,7,0,0,0,0,21,15,29,5,5,0,0,8,17,4,5,0,6,0,6,53,26,6,9,7,0,0,42,10,0,4,0,0,0,14,23,0,0,0,0,11,18,6,9,8,0,0,0,18,7,1,8,0,0,3,37,21,12,10,6,0,1,20,9,3,0,0,F
51358,0,9,15,21,0,8,0,0,0,16,13,9,5,0,0,3,23,35,24,5,4,0,8,75,62,10,20,5,24,18,65,10,5,9,8,0,0,0,7,0,0,0,0,0,9,37,6,10,9,0,0,19,29,14,3,3,2,16,54,27,28,35,9,13,16,111,22,10,5,4,F
51360,3,2,20,42,104,149,0,0,56,118,81,115,62,28,5,34,119,137,47,49,80,33,71,280,345,110,286,210,57,95,248,121,10,170,107,0,0,26,45,48,34,29,0,0,117,86,79,88,12,8,26,35,124,83,152,88,0,24,386,317,158,352,29,43,68,463,252,50,160,29,F
51363,0,0,2,0,0,0,0,2,0,15,4,0,0,0,0,0,3,3,1,3,0,0,1,26,14,0,4,0,0,0,7,4,0,0,0,0,0,0,3,0,0,0,0,0,0,2,8,5,0,0,2,6,0,0,1,0,0,3,11,12,2,2,0,1,0,4,0,0,0,0,F
51364,0,5,17,1,9,0,0,1,4,10,0,8,2,2,0,1,16,16,1,0,5,0,3,83,26,11,6,2,2,2,24,4,5,0,4,0,1,12,7,2,8,0,0,0,0,11,10,3,0,0,0,0,10,11,0,0,6,3,23,42,12,5,4,0,2,16,7,0,5,0,F
51365,0,1,0,1,3,0,0,0,0,0,5,0,1,0,1,5,3,0,0,4,0,0,0,17,24,14,6,0,2,2,0,0,9,12,1,0,6,8,0,0,0,0,0,2,0,2,3,1,0,0,0,11,4,3,3,2,4,4,13,20,4,6,5,0,2,5,2,1,11,0,F
51366,0,2,6,0,6,0,0,0,0,28,2,0,2,0,0,0,12,5,0,6,0,0,10,18,19,3,11,0,0,0,23,10,0,15,2,0,5,0,0,0,2,0,0,0,11,1,10,6,2,0,0,3,3,1,7,0,0,2,10,11,24,6,4,0,2,23,17,5,13,0,F
51366,0,2,6,0,6,0,0,0,0,28,2,0,2,0,0,0,12,5,0,6,0,0,10,18,19,3,11,0,0,0,23,10,0,15,2,0,5,0,0,0,2,0,0,0,11,1,10,6,2,0,0,3,3,1,7,0,0,2,10,11,24,6,4,0,2,23,17,5,13,0,F
51401,0,132,158,147,18,0,0,0,63,325,85,100,71,1,0,20,271,156,86,152,24,50,104,811,266,144,192,95,193,33,369,50,17,112,28,0,112,55,124,42,41,0,12,26,111,220,60,239,0,29,19,186,211,105,208,33,2,50,630,428,239,236,43,222,114,581,277,83,84,2,F
51430,22,2,2,20,4,1,0,0,2,5,0,1,12,0,0,1,19,15,6,23,0,0,0,52,10,0,1,13,3,10,28,3,0,0,3,0,0,0,5,0,2,0,0,0,14,2,0,4,2,0,3,14,6,2,3,2,0,6,52,16,14,2,2,7,7,41,6,0,0,0,F
51431,0,0,10,1,0,2,0,0,0,3,5,3,4,0,0,0,7,1,0,0,0,0,8,37,7,3,0,0,1,2,29,4,0,2,9,0,1,3,0,2,0,0,0,2,0,2,0,4,0,0,0,0,0,6,2,3,0,0,34,13,3,0,0,7,0,39,9,1,8,0,F
51433,0,0,0,7,0,2,0,0,0,5,18,25,0,0,0,0,20,4,2,0,0,0,9,55,22,14,2,3,1,3,35,17,0,0,1,0,1,0,23,21,0,1,0,3,0,2,2,2,0,0,3,7,6,0,12,0,0,21,46,27,5,1,0,1,5,28,27,0,0,0,F
51436,0,2,35,22,8,0,0,0,0,31,0,15,37,0,0,0,36,19,12,5,0,0,4,57,50,10,26,4,17,0,46,0,2,0,0,0,7,2,6,5,0,0,0,0,1,0,27,28,23,0,0,16,14,6,13,0,0,2,46,21,35,45,0,9,0,42,6,4,0,0,F
51439,0,2,18,0,0,0,0,0,0,38,7,4,5,4,0,2,23,13,4,0,0,1,28,81,38,0,17,1,17,10,46,0,0,0,3,0,6,10,13,11,7,0,0,10,9,9,19,9,4,0,3,19,9,11,15,0,0,7,104,13,26,3,6,9,0,61,18,0,6,0,F
51440,0,0,4,3,1,0,0,0,0,32,5,10,2,0,0,0,10,2,2,1,0,0,0,34,0,3,0,0,3,2,3,0,2,0,0,0,1,7,2,2,0,0,0,0,1,14,5,26,0,0,0,0,2,8,1,0,0,0,9,13,6,2,0,14,0,16,0,4,3,2,F
51441,0,0,0,0,0,0,0,2,1,3,7,4,0,0,5,9,5,0,0,0,0,13,3,21,6,4,0,0,9,3,12,2,0,0,0,0,8,2,0,2,0,0,1,3,0,25,7,2,0,0,1,10,2,0,0,0,0,6,26,2,8,2,1,13,8,8,2,0,0,0,F
51442,68,254,165,96,19,23,0,150,115,87,130,22,40,23,144,79,117,124,28,45,32,131,91,403,280,71,136,64,118,20,295,57,0,27,61,0,103,201,138,0,0,0,93,160,45,63,25,77,0,110,34,98,63,51,73,48,188,53,332,227,69,175,35,138,28,452,102,19,125,65,F
51443,0,1,21,22,13,0,0,2,0,52,11,13,7,0,0,0,75,7,11,3,0,0,3,108,83,36,47,9,12,7,95,10,0,15,10,0,2,30,28,16,7,0,0,0,36,11,11,9,5,0,0,15,23,26,4,0,0,10,151,75,25,57,7,19,21,61,49,11,20,4,F
51444,0,0,4,0,0,0,0,0,0,2,0,0,1,0,4,0,4,2,0,0,0,0,0,8,3,0,1,2,3,0,2,0,0,2,0,0,0,0,3,0,5,0,0,0,0,0,7,0,0,0,0,1,2,0,2,0,0,0,5,7,0,3,0,2,0,6,0,0,0,2,F
51445,0,13,12,17,0,3,0,0,0,25,64,9,41,0,0,10,50,44,7,30,5,9,17,199,95,21,61,43,46,41,83,37,5,7,0,0,9,17,13,0,0,0,0,5,28,60,43,12,17,5,8,10,62,13,40,25,0,34,218,104,29,60,25,28,50,216,64,5,17,10,F
51446,0,14,3,0,0,0,0,0,0,0,0,4,0,0,3,0,2,16,1,4,5,5,8,31,18,6,29,0,4,3,36,5,0,10,4,0,0,2,11,0,3,0,0,0,0,5,10,7,2,0,0,8,11,0,11,0,0,2,27,21,10,17,17,15,11,34,8,0,8,4,F
51447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,9,34,12,1,0,0,0,3,18,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,22,4,3,0,0,0,0,24,0,0,0,0,F
51448,0,0,7,12,4,1,0,6,2,23,2,2,0,0,0,8,6,8,0,9,0,2,13,52,12,16,4,0,2,4,44,5,0,0,0,0,4,5,6,0,0,0,0,15,16,0,0,9,0,1,0,5,6,5,5,6,0,0,49,17,11,3,4,3,8,30,10,3,3,2,F
